bcell_id	h_age
2660121	mean age 3-4 years
2660122	mean age 3-4 years
2660124	mean age 3-4 years
2660125	mean age 3-4 years
2660096	mean age 3-4 years
2423448	subadult
2423449	subadult
2451389	50.3 years median age
2451390	50.3 years median age
2451391	50.3 years median age
2451394	50.3 years median age
2451395	50.3 years median age
2451387	50.3 years median age
2451392	50.3 years median age
2451393	50.3 years median age
2451396	50.3 years median age
2451397	56.5 years median age
2451399	56.5 years median age
2451400	56.5 years median age
2451401	56.5 years median age
2451402	56.5 years median age
2451403	56.5 years median age
2451404	56.5 years median age
2451405	56.5 years median age
2451406	56.5 years median age
2372091	piglet
2366591	piglet
2366593	piglet
2368064	piglet
2372087	piglet
2855372	6 weeks and 18 months
2855373	6 weeks and 18 months
2855374	6 weeks and 18 months
2456231	50.3 years median age
2456232	56.5 years median age
2423453	subadult
2423454	subadult
2423452	subadult
6480462	6 Weeks
6480463	6 Weeks
2857869	children
2857870	children
3806767	46.7 yeas (mean)
3806768	46.7 yeas (mean)
3806769	46.7 yeas (mean)
3806770	46.7 yeas (mean)
3806771	46.7 yeas (mean)
3806772	46.7 yeas (mean)
3806773	46.7 yeas (mean)
3806757	46.7 yeas (mean)
3806759	46.7 yeas (mean)
3806760	46.7 yeas (mean)
3806761	46.7 yeas (mean)
3806762	46.7 yeas (mean)
3806763	46.7 yeas (mean)
3806764	46.7 yeas (mean)
3806765	46.7 yeas (mean)
3806766	46.7 yeas (mean)
3817636	46.7 yeas (mean)
3817637	46.7 yeas (mean)
4828473	52 years old on average
3806826	36.8 years (mean)
3806834	36.8 years (mean)
3806831	36.8 years (mean)
3806832	36.8 years (mean)
3806833	36.8 years (mean)
3806835	36.8 years (mean)
3806836	36.8 years (mean)
3806837	36.8 years (mean)
3806838	36.8 years (mean)
3806839	36.8 years (mean)
4563297	children
6250857	6 Weeks
6250859	6 Weeks
6250860	6 Weeks
6250861	6 Weeks
6250862	6 Weeks
6250863	6 Weeks
6250864	6 Weeks
6250976	6 Weeks
6011510	6 Weeks
6011767	4 Weeks
6124940	6 Weeks
6353869	at least 2 months
6353870	at least 2 months
6353871	at least 2 months
6353872	at least 2 months
6353184	18-38 years, with an average of 22 years
6353186	18-38 years, with an average of 22 years
6353188	18-38 years, with an average of 22 years
6353190	18-38 years, with an average of 22 years
6353837	at least 2 months
6353838	at least 2 months
6353839	at least 2 months
6353840	at least 2 months
6353841	at least 2 months
6353842	at least 2 months
6353843	at least 2 months
6353844	at least 2 months
6353845	at least 2 months
6353846	at least 2 months
6353192	18-38 years, with an average of 22 years
6353194	18-38 years, with an average of 22 years
6353197	18-38 years, with an average of 22 years
6353199	18-38 years, with an average of 22 years
6353847	at least 2 months
6353849	at least 2 months
6353850	at least 2 months
6353851	at least 2 months
6353852	at least 2 months
6126310	6 Weeks
6353201	18-38 years, with an average of 22 years
6353203	18-38 years, with an average of 22 years
6353205	18-38 years, with an average of 22 years
6353207	18-38 years, with an average of 22 years
6353861	at least 2 months
6353862	at least 2 months
6353863	at least 2 months
6353864	at least 2 months
6353865	at least 2 months
6353866	at least 2 months
6126325	6 Weeks
6353209	18-38 years, with an average of 22 years
6353211	18-38 years, with an average of 22 years
6353215	18-38 years, with an average of 22 years
6353867	at least 2 months
6353868	at least 2 months
6353873	at least 2 months
6353874	at least 2 months
6353875	at least 2 months
6353217	18-38 years, with an average of 22 years
6353219	18-38 years, with an average of 22 years
6353221	18-38 years, with an average of 22 years
6353223	18-38 years, with an average of 22 years
6353876	at least 2 months
6353225	18-38 years, with an average of 22 years
6353227	18-38 years, with an average of 22 years
6353229	18-38 years, with an average of 22 years
6353231	18-38 years, with an average of 22 years
6126334	6 Weeks
6126335	6 Weeks
6126336	6 Weeks
6353233	18-38 years, with an average of 22 years
6353235	18-38 years, with an average of 22 years
6353237	18-38 years, with an average of 22 years
6353239	18-38 years, with an average of 22 years
6126372	6 Weeks
6353241	18-38 years, with an average of 22 years
6353243	18-38 years, with an average of 22 years
6353245	18-38 years, with an average of 22 years
6353247	18-38 years, with an average of 22 years
6126377	6 Weeks
6353249	18-38 years, with an average of 22 years
6353251	18-38 years, with an average of 22 years
6353253	18-38 years, with an average of 22 years
6353767	at least 2 months
6353769	at least 2 months
6353770	at least 2 months
6353771	at least 2 months
6353772	at least 2 months
6353773	at least 2 months
6353774	at least 2 months
6353775	at least 2 months
6353776	at least 2 months
6353777	at least 2 months
6353778	at least 2 months
6353779	at least 2 months
6353780	at least 2 months
6353781	at least 2 months
6353782	at least 2 months
6353783	at least 2 months
6353784	at least 2 months
6353785	at least 2 months
6252895	6 Weeks
6252896	6 Weeks
6286857	children
6353786	at least 2 months
6353787	at least 2 months
6353788	at least 2 months
6353789	at least 2 months
6353790	at least 2 months
6353791	at least 2 months
6353792	at least 2 months
6353793	at least 2 months
6353794	at least 2 months
6353795	at least 2 months
6011512	6 Weeks
6011513	6 Weeks
6353155	18-38 years, with an average of 22 years
6353157	18-38 years, with an average of 22 years
6353159	18-38 years, with an average of 22 years
6353796	at least 2 months
6353797	at least 2 months
6353798	at least 2 months
6353799	at least 2 months
6353800	at least 2 months
6353801	at least 2 months
6353802	at least 2 months
6353803	at least 2 months
6353804	at least 2 months
6353805	at least 2 months
6353161	18-38 years, with an average of 22 years
6353163	18-38 years, with an average of 22 years
6353165	18-38 years, with an average of 22 years
6353806	at least 2 months
6353807	at least 2 months
6353808	at least 2 months
6353809	at least 2 months
6353810	at least 2 months
6353811	at least 2 months
6353812	at least 2 months
6353813	at least 2 months
6353814	at least 2 months
6353815	at least 2 months
6353168	18-38 years, with an average of 22 years
6353170	18-38 years, with an average of 22 years
6353172	18-38 years, with an average of 22 years
6353174	18-38 years, with an average of 22 years
6353820	at least 2 months
6353822	at least 2 months
6353823	at least 2 months
6353824	at least 2 months
6353825	at least 2 months
6353176	18-38 years, with an average of 22 years
6353178	18-38 years, with an average of 22 years
6353180	18-38 years, with an average of 22 years
6353182	18-38 years, with an average of 22 years
6353826	at least 2 months
6353827	at least 2 months
6353828	at least 2 months
6353829	at least 2 months
6353830	at least 2 months
6353831	at least 2 months
6353833	at least 2 months
6353834	at least 2 months
6353835	at least 2 months
6353836	at least 2 months
6011551	6 Weeks
6011553	6 Weeks
6011554	6 Weeks
6011555	6 Weeks
6252899	6 Weeks
6252900	6 Weeks
6284837	6 Weeks
6284838	6 Weeks
6284840	6 Weeks
6284841	6 Weeks
6284842	6 Weeks
6284843	6 Weeks
6480441	6 Weeks
6250865	6 Weeks
6286858	children
6126429	4 Weeks
6250855	6 Weeks
6250856	6 Weeks
6250866	6 Weeks
6513277	6 Weeks
16524163	born before 1968
16524164	born before 1968
16524162	born before 1968
1279730	14 and younger
16524161	born before 1968
6353848	at least 2 months
16158330	6 Weeks
7687865	6 Weeks
7687882	6 Weeks
7691078	6 Weeks
7687864	6 Weeks
7687871	6 Weeks
7687872	6 Weeks
7687873	6 Weeks
7687880	6 Weeks
7687881	6 Weeks
7687883	6 Weeks
7687884	6 Weeks
7687885	6 Weeks
7687893	6 Weeks
7687902	6 Weeks
8158775	6 Weeks
8158776	6 Weeks
8326923	6 Weeks
12155721	Young adult
21210970	>/= 18 years
21210975	>/= 18 years
21210976	>/= 18 years
21210977	>/= 18 years
21210978	>/= 18 years
21210981	>/= 18 years
21210982	>/= 18 years
21210983	>/= 18 years
21210984	>/= 18 years
21210985	>/= 18 years
21210986	>/= 18 years
6353821	at least 2 months
1655103	embryo
21211041	>/= 18 years
21210989	>/= 18 years
21210990	>/= 18 years
21210991	>/= 18 years
21210992	>/= 18 years
21210993	>/= 18 years
21210994	>/= 18 years
21210995	>/= 18 years
21210996	>/= 18 years
21210997	>/= 18 years
21210998	>/= 18 years
21210999	>/= 18 years
21211000	>/= 18 years
21211001	>/= 18 years
21211033	>/= 18 years
21211002	>/= 18 years
21211003	>/= 18 years
21211004	>/= 18 years
21211005	>/= 18 years
21211006	>/= 18 years
21211007	>/= 18 years
21211008	>/= 18 years
21211009	>/= 18 years
21211010	>/= 18 years
21211011	>/= 18 years
21211012	>/= 18 years
21211036	>/= 18 years
21211037	>/= 18 years
21211038	>/= 18 years
21211039	>/= 18 years
21211040	>/= 18 years
21211042	>/= 18 years
21513961	mean 13. 8 years
21513962	mean 13. 8 years
21513963	mean 13. 8 years
21513965	mean 13. 8 years
21513967	mean 13. 8 years
21513969	mean 13. 8 years
16158331	6 Weeks
16367289	6 Weeks
16367290	6 Weeks
21514446	mean 13. 8 years
21514448	mean 13. 8 years
21514450	mean 13. 8 years
22790814	16-20years
22790819	16-20years
22790807	16-20years
13707306	6 Weeks
13707315	6 Weeks
13913583	6 Weeks
13913581	6 Weeks
13913584	6 Weeks
13913580	6 Weeks
13913582	6 Weeks
21115335	>/= 15 years
13707317	6 Weeks
13707319	6 Weeks
13707320	6 Weeks
13913585	6 Weeks
13913589	6 Weeks
13913587	6 Weeks
13913590	6 Weeks
13913586	6 Weeks
13913588	6 Weeks
13913591	6 Weeks
21115336	>/= 15 years
21115337	>/= 15 years
21115333	>/= 15 years
13913571	6 Weeks
16524150	born before 1968
16524158	born before 1968
16524159	born before 1968
16524160	born before 1968
16524079	born before 1968
16524080	born before 1968
16524081	born before 1968
16524082	born before 1968
16524083	born before 1968
16524104	born before 1968
16524105	born before 1968
16524106	born before 1968
16524107	born before 1968
16524108	born before 1968
16524109	born before 1968
16524110	born before 1968
16524111	born before 1968
16524112	born before 1968
16524113	born before 1968
16524114	born before 1968
16524115	born before 1968
16524116	born before 1968
16524117	born before 1968
16524118	born before 1968
16524119	born before 1968
16524120	born before 1968
16524121	born before 1968
16524122	born before 1968
16524123	born before 1968
16524124	born before 1968
16524125	born before 1968
16524126	born before 1968
16524127	born before 1968
16524128	born before 1968
16524129	born before 1968
16524130	born before 1968
16524131	born before 1968
16524132	born before 1968
16524133	born before 1968
16524134	born before 1968
16524135	born before 1968
16524136	born before 1968
16524137	born before 1968
16524138	born before 1968
16524139	born before 1968
16524140	born before 1968
16524141	born before 1968
16524142	born before 1968
16524143	born before 1968
16524144	born before 1968
16524145	born before 1968
16524146	born before 1968
16524147	born before 1968
16524154	born before 1968
16524155	born before 1968
16524156	born before 1968
16524157	born before 1968
16524094	born before 1968
16524095	born before 1968
16524096	born before 1968
16524097	born before 1968
21211412	>/= 18 years
21211413	>/= 18 years
21211414	>/= 18 years
21211415	>/= 18 years
21211064	>/= 18 years
21211065	>/= 18 years
21211066	>/= 18 years
21211067	>/= 18 years
21211068	>/= 18 years
21211069	>/= 18 years
21211070	>/= 18 years
21211077	>/= 18 years
21211074	>/= 18 years
21211075	>/= 18 years
21211076	>/= 18 years
21211078	>/= 18 years
21211079	>/= 18 years
21211080	>/= 18 years
21211081	>/= 18 years
21211339	>/= 18 years
21211340	>/= 18 years
21211353	>/= 18 years
21211354	>/= 18 years
21211360	>/= 18 years
21211361	>/= 18 years
21211357	>/= 18 years
21211358	>/= 18 years
21211370	>/= 18 years
21211363	>/= 18 years
21211364	>/= 18 years
21211365	>/= 18 years
21211371	>/= 18 years
21211372	>/= 18 years
21211373	>/= 18 years
21211374	>/= 18 years
21211375	>/= 18 years
21211376	>/= 18 years
21211377	>/= 18 years
21211381	>/= 18 years
21211378	>/= 18 years
21211382	>/= 18 years
21211383	>/= 18 years
21211384	>/= 18 years
21211385	>/= 18 years
21211386	>/= 18 years
21211388	>/= 18 years
21211389	>/= 18 years
21211390	>/= 18 years
21211391	>/= 18 years
21211395	>/= 18 years
21211393	>/= 18 years
21211394	>/= 18 years
21211397	>/= 18 years
21211398	>/= 18 years
21211399	>/= 18 years
21211400	>/= 18 years
21211408	>/= 18 years
21211409	>/= 18 years
21211410	>/= 18 years
21211411	>/= 18 years
21211335	>/= 18 years
21211336	>/= 18 years
21211337	>/= 18 years
21211338	>/= 18 years
21211052	>/= 18 years
21211053	>/= 18 years
21211054	>/= 18 years
21211055	>/= 18 years
21211056	>/= 18 years
21211057	>/= 18 years
22791685	16-20years
