bcell_id	h_age
5570888	8 months to 54 years
5570889	8 months to 54 years
5570890	8 months to 54 years
5570891	8 months to 54 years
5570892	8 months to 54 years
5570893	8 months to 54 years
5570894	8 months to 54 years
5570895	8 months to 54 years
5570896	8 months to 54 years
5571048	8 months to 54 years
5571049	8 months to 54 years
5571051	8 months to 54 years
5571052	8 months to 54 years
5571053	8 months to 54 years
5571054	8 months to 54 years
5571055	8 months to 54 years
5571056	8 months to 54 years
5571057	8 months to 54 years
5571208	8 months to 54 years
5571210	8 months to 54 years
5571211	8 months to 54 years
5571212	8 months to 54 years
5571213	8 months to 54 years
5571214	8 months to 54 years
5571215	8 months to 54 years
5571216	8 months to 54 years
5571217	8 months to 54 years
5571368	8 months to 54 years
5571369	8 months to 54 years
5571370	8 months to 54 years
5571371	8 months to 54 years
5571372	8 months to 54 years
5571373	8 months to 54 years
5571374	8 months to 54 years
5571375	8 months to 54 years
5571377	8 months to 54 years
5570582	8 months to 54 years
5570583	8 months to 54 years
5570584	8 months to 54 years
5570585	8 months to 54 years
5570586	8 months to 54 years
5570587	8 months to 54 years
5570588	8 months to 54 years
5570589	8 months to 54 years
5570591	8 months to 54 years
5570738	8 months to 54 years
5570739	8 months to 54 years
5570740	8 months to 54 years
5570741	8 months to 54 years
5570743	8 months to 54 years
5570744	8 months to 54 years
5570745	8 months to 54 years
5570746	8 months to 54 years
5570747	8 months to 54 years
5570898	8 months to 54 years
5570900	8 months to 54 years
5570901	8 months to 54 years
5570902	8 months to 54 years
5570903	8 months to 54 years
5570904	8 months to 54 years
5570905	8 months to 54 years
5570906	8 months to 54 years
5570907	8 months to 54 years
5571058	8 months to 54 years
5571059	8 months to 54 years
5571060	8 months to 54 years
5571061	8 months to 54 years
5571062	8 months to 54 years
5571063	8 months to 54 years
5571064	8 months to 54 years
5571066	8 months to 54 years
5571067	8 months to 54 years
5571218	8 months to 54 years
5571219	8 months to 54 years
5571221	8 months to 54 years
5571222	8 months to 54 years
5571223	8 months to 54 years
5571224	8 months to 54 years
5571225	8 months to 54 years
5571226	8 months to 54 years
5571227	8 months to 54 years
5571378	8 months to 54 years
5571379	8 months to 54 years
5571380	8 months to 54 years
5571381	8 months to 54 years
5571382	8 months to 54 years
5571383	8 months to 54 years
5571384	8 months to 54 years
5571386	8 months to 54 years
5571387	8 months to 54 years
5570592	8 months to 54 years
5570593	8 months to 54 years
5570594	8 months to 54 years
5570595	8 months to 54 years
5570596	8 months to 54 years
5570597	8 months to 54 years
5570598	8 months to 54 years
5570599	8 months to 54 years
5570600	8 months to 54 years
5570601	8 months to 54 years
5570748	8 months to 54 years
5570749	8 months to 54 years
5570750	8 months to 54 years
5570751	8 months to 54 years
5570752	8 months to 54 years
5570753	8 months to 54 years
5570754	8 months to 54 years
5570755	8 months to 54 years
5570757	8 months to 54 years
5570908	8 months to 54 years
5570909	8 months to 54 years
5570910	8 months to 54 years
5570911	8 months to 54 years
5570912	8 months to 54 years
5570913	8 months to 54 years
5570914	8 months to 54 years
5570915	8 months to 54 years
5570916	8 months to 54 years
5571068	8 months to 54 years
5571069	8 months to 54 years
5571070	8 months to 54 years
5571071	8 months to 54 years
5571072	8 months to 54 years
5571074	8 months to 54 years
5571075	8 months to 54 years
5571076	8 months to 54 years
5571077	8 months to 54 years
5571228	8 months to 54 years
5571229	8 months to 54 years
5571230	8 months to 54 years
5571231	8 months to 54 years
5571233	8 months to 54 years
5571234	8 months to 54 years
5571235	8 months to 54 years
5571236	8 months to 54 years
5571237	8 months to 54 years
5571388	8 months to 54 years
5571389	8 months to 54 years
5571390	8 months to 54 years
5571391	8 months to 54 years
5571392	8 months to 54 years
5571393	8 months to 54 years
5571394	8 months to 54 years
5571395	8 months to 54 years
5571396	8 months to 54 years
5570602	8 months to 54 years
5570603	8 months to 54 years
5570604	8 months to 54 years
5570605	8 months to 54 years
5570606	8 months to 54 years
5570607	8 months to 54 years
5570608	8 months to 54 years
5570609	8 months to 54 years
5570610	8 months to 54 years
5570611	8 months to 54 years
5570758	8 months to 54 years
5570759	8 months to 54 years
5570760	8 months to 54 years
5570761	8 months to 54 years
5570762	8 months to 54 years
5570763	8 months to 54 years
5570764	8 months to 54 years
5570765	8 months to 54 years
5570766	8 months to 54 years
5570918	8 months to 54 years
5570919	8 months to 54 years
5570920	8 months to 54 years
5570921	8 months to 54 years
5570922	8 months to 54 years
5570923	8 months to 54 years
5570924	8 months to 54 years
5570926	8 months to 54 years
5570927	8 months to 54 years
5571078	8 months to 54 years
5571079	8 months to 54 years
5571080	8 months to 54 years
5571081	8 months to 54 years
5571083	8 months to 54 years
5571084	8 months to 54 years
5571085	8 months to 54 years
5571086	8 months to 54 years
5571087	8 months to 54 years
5571238	8 months to 54 years
5571239	8 months to 54 years
5571240	8 months to 54 years
5571241	8 months to 54 years
5571242	8 months to 54 years
5571244	8 months to 54 years
5571245	8 months to 54 years
5571246	8 months to 54 years
5571247	8 months to 54 years
5571398	8 months to 54 years
5571399	8 months to 54 years
5571400	8 months to 54 years
5571401	8 months to 54 years
5571402	8 months to 54 years
5571404	8 months to 54 years
5571405	8 months to 54 years
5571406	8 months to 54 years
5571407	8 months to 54 years
5570612	8 months to 54 years
5570613	8 months to 54 years
5570614	8 months to 54 years
5570615	8 months to 54 years
5570616	8 months to 54 years
5570617	8 months to 54 years
5570619	8 months to 54 years
5570620	8 months to 54 years
5570621	8 months to 54 years
5570768	8 months to 54 years
5570769	8 months to 54 years
5570770	8 months to 54 years
5570771	8 months to 54 years
5570772	8 months to 54 years
5570773	8 months to 54 years
5570774	8 months to 54 years
5570776	8 months to 54 years
5570777	8 months to 54 years
5570928	8 months to 54 years
5570929	8 months to 54 years
5570930	8 months to 54 years
5570931	8 months to 54 years
5570933	8 months to 54 years
5570934	8 months to 54 years
5570935	8 months to 54 years
5570936	8 months to 54 years
5570937	8 months to 54 years
5571088	8 months to 54 years
5571089	8 months to 54 years
5571090	8 months to 54 years
5571091	8 months to 54 years
5571092	8 months to 54 years
5571093	8 months to 54 years
5571095	8 months to 54 years
5571096	8 months to 54 years
5571097	8 months to 54 years
5571248	8 months to 54 years
5571249	8 months to 54 years
5571251	8 months to 54 years
5571252	8 months to 54 years
5571253	8 months to 54 years
5571254	8 months to 54 years
5571255	8 months to 54 years
5571256	8 months to 54 years
5571257	8 months to 54 years
5571408	8 months to 54 years
5571409	8 months to 54 years
5571410	8 months to 54 years
5571411	8 months to 54 years
5571412	8 months to 54 years
5571413	8 months to 54 years
5571414	8 months to 54 years
5571415	8 months to 54 years
5571416	8 months to 54 years
5570622	8 months to 54 years
5570623	8 months to 54 years
5570624	8 months to 54 years
5570625	8 months to 54 years
5570626	8 months to 54 years
5570627	8 months to 54 years
5570628	8 months to 54 years
5570629	8 months to 54 years
5570630	8 months to 54 years
5570631	8 months to 54 years
5570778	8 months to 54 years
5570779	8 months to 54 years
5570780	8 months to 54 years
5570781	8 months to 54 years
5570782	8 months to 54 years
5570783	8 months to 54 years
5570785	8 months to 54 years
5570786	8 months to 54 years
5570787	8 months to 54 years
5570938	8 months to 54 years
5570939	8 months to 54 years
5570940	8 months to 54 years
5570941	8 months to 54 years
5570942	8 months to 54 years
5570943	8 months to 54 years
5570944	8 months to 54 years
5570945	8 months to 54 years
5570946	8 months to 54 years
5571098	8 months to 54 years
5571099	8 months to 54 years
5571100	8 months to 54 years
5571101	8 months to 54 years
5571102	8 months to 54 years
5571103	8 months to 54 years
5571105	8 months to 54 years
5571106	8 months to 54 years
5571107	8 months to 54 years
5571258	8 months to 54 years
5571259	8 months to 54 years
5571260	8 months to 54 years
5571261	8 months to 54 years
5571262	8 months to 54 years
5571263	8 months to 54 years
5571264	8 months to 54 years
5571265	8 months to 54 years
5571267	8 months to 54 years
5571418	8 months to 54 years
5571420	8 months to 54 years
5571421	8 months to 54 years
5571422	8 months to 54 years
5571423	8 months to 54 years
5571424	8 months to 54 years
5571425	8 months to 54 years
5571426	8 months to 54 years
5571427	8 months to 54 years
6362386	11 months - 55 years
6362387	11 months - 55 years
6362388	11 months - 55 years
6362389	11 months - 55 years
6362390	11 months - 55 years
6362391	11 months - 55 years
6362348	11 months - 55 years
6362350	11 months - 55 years
6353888	11 months - 55 years
6362352	11 months - 55 years
6517687	15-72
6517689	15-72
6517690	15-72
6354158	11 months - 55 years
6354160	11 months - 55 years
6354218	11 months - 55 years
6354220	11 months - 55 years
6354222	11 months - 55 years
6354224	11 months - 55 years
6354226	11 months - 55 years
6354228	11 months - 55 years
6354230	11 months - 55 years
6354234	11 months - 55 years
6354232	11 months - 55 years
6354236	11 months - 55 years
6354162	11 months - 55 years
6354164	11 months - 55 years
6354166	11 months - 55 years
6354168	11 months - 55 years
6354170	11 months - 55 years
6354172	11 months - 55 years
6354174	11 months - 55 years
6354176	11 months - 55 years
6362367	11 months - 55 years
6362368	11 months - 55 years
6362369	11 months - 55 years
6362370	11 months - 55 years
6362371	11 months - 55 years
6362372	11 months - 55 years
6362373	11 months - 55 years
6362325	11 months - 55 years
6362327	11 months - 55 years
6362329	11 months - 55 years
6362331	11 months - 55 years
6362333	11 months - 55 years
6362335	11 months - 55 years
6362337	11 months - 55 years
6362339	11 months - 55 years
6362341	11 months - 55 years
6362343	11 months - 55 years
1621381	14
5570756	8 months to 54 years
5571161	8 months to 54 years
8119213	1.5 months to 40 years
8125591	1.5 months to 40 years
8125606	1.5 months to 40 years
8125609	1.5 months to 40 years
8159044	17 months - 4 years
8116195	17 months - 4 years
8116220	3 months to 15 years
8116222	7 months to 10 years
5570560	8 months to 54 years
5570712	8 months to 54 years
5570871	8 months to 54 years
5571028	8 months to 54 years
5571188	8 months to 54 years
5570723	8 months to 54 years
5570883	8 months to 54 years
5571047	8 months to 54 years
5570580	8 months to 54 years
5571050	8 months to 54 years
5570590	8 months to 54 years
5570899	8 months to 54 years
5570917	8 months to 54 years
5571073	8 months to 54 years
5571232	8 months to 54 years
5571082	8 months to 54 years
5570618	8 months to 54 years
5570775	8 months to 54 years
5570932	8 months to 54 years
5571094	8 months to 54 years
5571250	8 months to 54 years
5571104	8 months to 54 years
5571419	8 months to 54 years
5570955	8 months to 54 years
5571112	8 months to 54 years
5571277	8 months to 54 years
5571284	8 months to 54 years
5570822	8 months to 54 years
5571142	8 months to 54 years
5571304	8 months to 54 years
5570520	8 months to 54 years
5571153	8 months to 54 years
5571312	8 months to 54 years
5571325	8 months to 54 years
5570864	8 months to 54 years
5571027	8 months to 54 years
5571341	8 months to 54 years
5571356	8 months to 54 years
5571203	8 months to 54 years
3313585	6 months to 14 years
5571365	8 months to 54 years
5570735	8 months to 54 years
5570897	8 months to 54 years
5571209	8 months to 54 years
5571376	8 months to 54 years
5570742	8 months to 54 years
5571065	8 months to 54 years
5571220	8 months to 54 years
5571385	8 months to 54 years
5571397	8 months to 54 years
5570767	8 months to 54 years
5570925	8 months to 54 years
4140644	2 months - 12 years
5571243	8 months to 54 years
5571403	8 months to 54 years
5571417	8 months to 54 years
5570784	8 months to 54 years
5570947	8 months to 54 years
5571266	8 months to 54 years
1341089	2-day to 6-week old
2373936	6 months to 14 years
5570639	8 months to 54 years
5570789	8 months to 54 years
5570802	8 months to 54 years
5570959	8 months to 54 years
5571124	8 months to 54 years
5570658	8 months to 54 years
5570809	8 months to 54 years
5570972	8 months to 54 years
5571128	8 months to 54 years
5571289	8 months to 54 years
5570985	8 months to 54 years
5570993	8 months to 54 years
5570526	8 months to 54 years
5570685	8 months to 54 years
5570845	8 months to 54 years
5571000	8 months to 54 years
5570695	8 months to 54 years
5570849	8 months to 54 years
5571176	8 months to 54 years
5570551	8 months to 54 years
5571179	8 months to 54 years
18069969	60-74
18069970	66-73
18069968	66-73
18069971	60-74
18069972	66-73
18069973	60-74
18069974	66-73
18069975	60-74
18069976	66-73
18069977	60-74
18069978	66-73
18069979	60-74
18069980	66-73
18069981	60-74
18069982	66-73
18069983	60-74
18069986	66-73
18069987	60-74
18069984	66-73
18069985	60-74
18069988	66-73
18069989	60-74
18069990	66-73
18069991	60-74
21792918	1 month - 4 years
21792919	1 month - 4 years
21792920	1 month - 4 years
21792921	1 month - 4 years
21792922	1 month - 4 years
21792923	1 month - 4 years
21792924	1 month - 4 years
21792925	1 month - 4 years
21792926	1 month - 4 years
21792927	1 month - 4 years
21792928	1 month - 4 years
21792929	1 month - 4 years
21792930	1 month - 4 years
21792931	1 month - 4 years
21792932	1 month - 4 years
21792933	1 month - 4 years
13708167	3 months to 25 years
13708335	3 months to 25 years
13708336	3 months to 25 years
22791050	48
22791051	48
22791052	48
22791053	48
22791054	48
22791055	48
