bcell_id	h_age
3338830	6 months to 14 years
4140221	2 months - 12 years
4140222	2 months - 12 years
4140223	2 months - 12 years
4140224	2 months - 12 years
4140225	2 months - 12 years
4140226	2 months - 12 years
4140227	2 months - 12 years
4140333	2 months - 12 years
4140334	2 months - 12 years
4140335	2 months - 12 years
4140336	2 months - 12 years
4140337	2 months - 12 years
4140338	2 months - 12 years
4140339	2 months - 12 years
4140445	2 months - 12 years
4140446	2 months - 12 years
4140447	2 months - 12 years
4140448	2 months - 12 years
4140449	2 months - 12 years
4140450	2 months - 12 years
4140451	2 months - 12 years
4140557	2 months - 12 years
4140558	2 months - 12 years
4140559	2 months - 12 years
4140560	2 months - 12 years
4140561	2 months - 12 years
4140562	2 months - 12 years
4140563	2 months - 12 years
4140678	2 months - 12 years
4140679	2 months - 12 years
4140680	2 months - 12 years
4140681	2 months - 12 years
4140682	2 months - 12 years
4140683	2 months - 12 years
4140684	2 months - 12 years
4140685	2 months - 12 years
4140686	2 months - 12 years
4140228	2 months - 12 years
4140229	2 months - 12 years
4140230	2 months - 12 years
4140231	2 months - 12 years
4140232	2 months - 12 years
4140233	2 months - 12 years
4140234	2 months - 12 years
4140340	2 months - 12 years
4140341	2 months - 12 years
4140342	2 months - 12 years
4140343	2 months - 12 years
4140344	2 months - 12 years
4140345	2 months - 12 years
4140346	2 months - 12 years
4140452	2 months - 12 years
4140453	2 months - 12 years
4140454	2 months - 12 years
4140455	2 months - 12 years
4140456	2 months - 12 years
4140457	2 months - 12 years
4140458	2 months - 12 years
4140564	2 months - 12 years
4140565	2 months - 12 years
4140566	2 months - 12 years
4140567	2 months - 12 years
4140568	2 months - 12 years
4140569	2 months - 12 years
4140570	2 months - 12 years
4140687	2 months - 12 years
4140688	2 months - 12 years
4140689	2 months - 12 years
4140690	2 months - 12 years
4140691	2 months - 12 years
4140235	2 months - 12 years
4140236	2 months - 12 years
4140237	2 months - 12 years
4140238	2 months - 12 years
4140239	2 months - 12 years
4140240	2 months - 12 years
4140241	2 months - 12 years
4140347	2 months - 12 years
4140348	2 months - 12 years
4140349	2 months - 12 years
4140350	2 months - 12 years
4140351	2 months - 12 years
4140352	2 months - 12 years
4140353	2 months - 12 years
4140459	2 months - 12 years
4140460	2 months - 12 years
4140461	2 months - 12 years
4140462	2 months - 12 years
4140463	2 months - 12 years
4140464	2 months - 12 years
4140465	2 months - 12 years
4140571	2 months - 12 years
4140572	2 months - 12 years
4140573	2 months - 12 years
4140574	2 months - 12 years
4140575	2 months - 12 years
4140576	2 months - 12 years
4140577	2 months - 12 years
4140242	2 months - 12 years
4140243	2 months - 12 years
4140244	2 months - 12 years
4140245	2 months - 12 years
4140246	2 months - 12 years
4140247	2 months - 12 years
4140248	2 months - 12 years
4140354	2 months - 12 years
4140355	2 months - 12 years
4140356	2 months - 12 years
4140357	2 months - 12 years
4140358	2 months - 12 years
4140359	2 months - 12 years
4140360	2 months - 12 years
4140466	2 months - 12 years
4140467	2 months - 12 years
4140468	2 months - 12 years
4140469	2 months - 12 years
4140470	2 months - 12 years
4140471	2 months - 12 years
4140472	2 months - 12 years
4140578	2 months - 12 years
4140579	2 months - 12 years
4140580	2 months - 12 years
4140581	2 months - 12 years
4140582	2 months - 12 years
4140583	2 months - 12 years
4140584	2 months - 12 years
4140249	2 months - 12 years
4140250	2 months - 12 years
4140251	2 months - 12 years
4140252	2 months - 12 years
4140253	2 months - 12 years
4140254	2 months - 12 years
4140255	2 months - 12 years
4140361	2 months - 12 years
4140362	2 months - 12 years
4140363	2 months - 12 years
4140364	2 months - 12 years
4140365	2 months - 12 years
4140366	2 months - 12 years
4140367	2 months - 12 years
4140473	2 months - 12 years
4140474	2 months - 12 years
4140475	2 months - 12 years
4140476	2 months - 12 years
4140477	2 months - 12 years
4140478	2 months - 12 years
4140479	2 months - 12 years
4140585	2 months - 12 years
4140586	2 months - 12 years
4140587	2 months - 12 years
4140588	2 months - 12 years
4140589	2 months - 12 years
4140590	2 months - 12 years
4140591	2 months - 12 years
4140256	2 months - 12 years
4140257	2 months - 12 years
4140258	2 months - 12 years
4140259	2 months - 12 years
4140260	2 months - 12 years
4140261	2 months - 12 years
4140262	2 months - 12 years
4140368	2 months - 12 years
4140369	2 months - 12 years
4140370	2 months - 12 years
4140371	2 months - 12 years
4140372	2 months - 12 years
4140373	2 months - 12 years
4140374	2 months - 12 years
4140480	2 months - 12 years
4140481	2 months - 12 years
4140482	2 months - 12 years
4140483	2 months - 12 years
4140484	2 months - 12 years
4140485	2 months - 12 years
4140486	2 months - 12 years
4140592	2 months - 12 years
4140593	2 months - 12 years
4140594	2 months - 12 years
4140595	2 months - 12 years
4140596	2 months - 12 years
4140597	2 months - 12 years
4140598	2 months - 12 years
4140263	2 months - 12 years
4140264	2 months - 12 years
4140265	2 months - 12 years
4140266	2 months - 12 years
4140267	2 months - 12 years
4140268	2 months - 12 years
4140269	2 months - 12 years
4140375	2 months - 12 years
4140376	2 months - 12 years
4140377	2 months - 12 years
4140378	2 months - 12 years
4140379	2 months - 12 years
4140380	2 months - 12 years
4140381	2 months - 12 years
4140487	2 months - 12 years
4140488	2 months - 12 years
4140489	2 months - 12 years
4140490	2 months - 12 years
4140491	2 months - 12 years
4140492	2 months - 12 years
4140493	2 months - 12 years
4140599	2 months - 12 years
4140600	2 months - 12 years
4140601	2 months - 12 years
4140602	2 months - 12 years
4140603	2 months - 12 years
4140604	2 months - 12 years
4140605	2 months - 12 years
4140270	2 months - 12 years
4140271	2 months - 12 years
4140272	2 months - 12 years
4140273	2 months - 12 years
4140274	2 months - 12 years
4140275	2 months - 12 years
4140276	2 months - 12 years
4140382	2 months - 12 years
4140383	2 months - 12 years
4140384	2 months - 12 years
4140385	2 months - 12 years
4140386	2 months - 12 years
4140387	2 months - 12 years
4140388	2 months - 12 years
4140494	2 months - 12 years
4140495	2 months - 12 years
4140496	2 months - 12 years
4140497	2 months - 12 years
4140498	2 months - 12 years
4140499	2 months - 12 years
4140500	2 months - 12 years
4140606	2 months - 12 years
4140607	2 months - 12 years
4140608	2 months - 12 years
4140609	2 months - 12 years
4140610	2 months - 12 years
4140611	2 months - 12 years
4140612	2 months - 12 years
4140277	2 months - 12 years
4140278	2 months - 12 years
4140279	2 months - 12 years
4140280	2 months - 12 years
4140281	2 months - 12 years
4140282	2 months - 12 years
4140283	2 months - 12 years
4140389	2 months - 12 years
4140390	2 months - 12 years
4140391	2 months - 12 years
4140392	2 months - 12 years
4140393	2 months - 12 years
4140394	2 months - 12 years
4140395	2 months - 12 years
4140501	2 months - 12 years
4140502	2 months - 12 years
4140503	2 months - 12 years
4140504	2 months - 12 years
4140505	2 months - 12 years
4140506	2 months - 12 years
4140507	2 months - 12 years
4140613	2 months - 12 years
4140614	2 months - 12 years
4140615	2 months - 12 years
4140616	2 months - 12 years
4140617	2 months - 12 years
4140618	2 months - 12 years
4140619	2 months - 12 years
4140284	2 months - 12 years
4140285	2 months - 12 years
4140286	2 months - 12 years
4140287	2 months - 12 years
4140288	2 months - 12 years
4140289	2 months - 12 years
4140290	2 months - 12 years
4140396	2 months - 12 years
4140397	2 months - 12 years
4140398	2 months - 12 years
4140399	2 months - 12 years
4140400	2 months - 12 years
4140401	2 months - 12 years
4140402	2 months - 12 years
4140508	2 months - 12 years
4140509	2 months - 12 years
4140510	2 months - 12 years
4140511	2 months - 12 years
4140512	2 months - 12 years
4140513	2 months - 12 years
4140514	2 months - 12 years
4140620	2 months - 12 years
4140621	2 months - 12 years
4140622	2 months - 12 years
4140623	2 months - 12 years
4140624	2 months - 12 years
4140625	2 months - 12 years
4140626	2 months - 12 years
4140291	2 months - 12 years
4140292	2 months - 12 years
4140293	2 months - 12 years
4140294	2 months - 12 years
4140295	2 months - 12 years
4140296	2 months - 12 years
4140297	2 months - 12 years
4140403	2 months - 12 years
4140404	2 months - 12 years
4140405	2 months - 12 years
4140406	2 months - 12 years
4140407	2 months - 12 years
4140408	2 months - 12 years
4140409	2 months - 12 years
4140515	2 months - 12 years
4140516	2 months - 12 years
4140517	2 months - 12 years
4140518	2 months - 12 years
4140519	2 months - 12 years
4140520	2 months - 12 years
4140521	2 months - 12 years
4140627	2 months - 12 years
4140628	2 months - 12 years
4140629	2 months - 12 years
4140630	2 months - 12 years
4140631	2 months - 12 years
4140632	2 months - 12 years
4140633	2 months - 12 years
4140298	2 months - 12 years
4140299	2 months - 12 years
4140300	2 months - 12 years
4140301	2 months - 12 years
4140302	2 months - 12 years
4140303	2 months - 12 years
4140304	2 months - 12 years
4140410	2 months - 12 years
4140411	2 months - 12 years
4140412	2 months - 12 years
4140413	2 months - 12 years
4140414	2 months - 12 years
4140415	2 months - 12 years
4140416	2 months - 12 years
4140522	2 months - 12 years
4140523	2 months - 12 years
4140524	2 months - 12 years
4140525	2 months - 12 years
4140526	2 months - 12 years
4140527	2 months - 12 years
4140528	2 months - 12 years
4140634	2 months - 12 years
4140635	2 months - 12 years
4140636	2 months - 12 years
4140637	2 months - 12 years
4140638	2 months - 12 years
4140639	2 months - 12 years
4140640	2 months - 12 years
4140305	2 months - 12 years
4140306	2 months - 12 years
4140307	2 months - 12 years
4140308	2 months - 12 years
4140309	2 months - 12 years
4140310	2 months - 12 years
4140311	2 months - 12 years
4140417	2 months - 12 years
4140418	2 months - 12 years
4140419	2 months - 12 years
4140420	2 months - 12 years
4140421	2 months - 12 years
4140422	2 months - 12 years
4140423	2 months - 12 years
4140529	2 months - 12 years
4140530	2 months - 12 years
4140531	2 months - 12 years
4140532	2 months - 12 years
4140533	2 months - 12 years
4140534	2 months - 12 years
4140535	2 months - 12 years
4140641	2 months - 12 years
4140642	2 months - 12 years
4140643	2 months - 12 years
4140645	2 months - 12 years
4140646	2 months - 12 years
4140648	2 months - 12 years
4140649	2 months - 12 years
4140650	2 months - 12 years
4140312	2 months - 12 years
4140313	2 months - 12 years
4140314	2 months - 12 years
4140315	2 months - 12 years
4140316	2 months - 12 years
4140317	2 months - 12 years
4140318	2 months - 12 years
4140424	2 months - 12 years
4140425	2 months - 12 years
4140426	2 months - 12 years
4140427	2 months - 12 years
4140428	2 months - 12 years
4140429	2 months - 12 years
4140430	2 months - 12 years
4140536	2 months - 12 years
4140537	2 months - 12 years
4140538	2 months - 12 years
4140539	2 months - 12 years
4140540	2 months - 12 years
4140541	2 months - 12 years
4140542	2 months - 12 years
4140651	2 months - 12 years
4140652	2 months - 12 years
4140653	2 months - 12 years
4140654	2 months - 12 years
4140655	2 months - 12 years
4140656	2 months - 12 years
4140657	2 months - 12 years
4140658	2 months - 12 years
4140659	2 months - 12 years
4140211	2 months - 12 years
4140212	2 months - 12 years
4140213	2 months - 12 years
4140319	2 months - 12 years
4140320	2 months - 12 years
4140321	2 months - 12 years
4140322	2 months - 12 years
4140323	2 months - 12 years
4140324	2 months - 12 years
4140325	2 months - 12 years
4140431	2 months - 12 years
4140432	2 months - 12 years
4140433	2 months - 12 years
4140434	2 months - 12 years
4140435	2 months - 12 years
4140436	2 months - 12 years
4140437	2 months - 12 years
4140543	2 months - 12 years
4140544	2 months - 12 years
4140545	2 months - 12 years
4140546	2 months - 12 years
4140547	2 months - 12 years
4140548	2 months - 12 years
4140549	2 months - 12 years
4140660	2 months - 12 years
4140661	2 months - 12 years
4140662	2 months - 12 years
4140663	2 months - 12 years
4140664	2 months - 12 years
4140665	2 months - 12 years
4140666	2 months - 12 years
4140667	2 months - 12 years
4140668	2 months - 12 years
4140214	2 months - 12 years
4140215	2 months - 12 years
4140216	2 months - 12 years
4140217	2 months - 12 years
4140218	2 months - 12 years
4140219	2 months - 12 years
4140220	2 months - 12 years
4140326	2 months - 12 years
4140327	2 months - 12 years
4140328	2 months - 12 years
4140329	2 months - 12 years
4140330	2 months - 12 years
4140331	2 months - 12 years
4140332	2 months - 12 years
4140438	2 months - 12 years
4140439	2 months - 12 years
4140440	2 months - 12 years
4140441	2 months - 12 years
4140442	2 months - 12 years
4140443	2 months - 12 years
4140444	2 months - 12 years
4140550	2 months - 12 years
4140551	2 months - 12 years
4140552	2 months - 12 years
4140553	2 months - 12 years
4140554	2 months - 12 years
4140555	2 months - 12 years
4140556	2 months - 12 years
4140669	2 months - 12 years
4140670	2 months - 12 years
4140671	2 months - 12 years
4140672	2 months - 12 years
4140673	2 months - 12 years
4140674	2 months - 12 years
4140675	2 months - 12 years
4140676	2 months - 12 years
4140677	2 months - 12 years
5571335	8 months to 54 years
6354359	11 months - 55 years
6354361	11 months - 55 years
6354363	11 months - 55 years
6354367	11 months - 55 years
6354369	11 months - 55 years
6354371	11 months - 55 years
6354373	11 months - 55 years
6354375	11 months - 55 years
6354365	11 months - 55 years
6354377	11 months - 55 years
6354379	11 months - 55 years
6354381	11 months - 55 years
6354383	11 months - 55 years
6354387	11 months - 55 years
6354389	11 months - 55 years
6354391	11 months - 55 years
6354393	11 months - 55 years
6354395	11 months - 55 years
6354385	11 months - 55 years
6354397	11 months - 55 years
6354301	11 months - 55 years
6354303	11 months - 55 years
6354305	11 months - 55 years
6354307	11 months - 55 years
6354309	11 months - 55 years
6354299	11 months - 55 years
6354311	11 months - 55 years
6354313	11 months - 55 years
6354315	11 months - 55 years
6354317	11 months - 55 years
6354321	11 months - 55 years
6354325	11 months - 55 years
6354327	11 months - 55 years
6354329	11 months - 55 years
6354331	11 months - 55 years
6354323	11 months - 55 years
6354267	11 months - 55 years
6354269	11 months - 55 years
6354271	11 months - 55 years
6354274	11 months - 55 years
6354276	11 months - 55 years
6354278	11 months - 55 years
6354280	11 months - 55 years
6354282	11 months - 55 years
6354284	11 months - 55 years
6354286	11 months - 55 years
6354288	11 months - 55 years
6354290	11 months - 55 years
6354292	11 months - 55 years
6354253	11 months - 55 years
6354255	11 months - 55 years
6354257	11 months - 55 years
6354259	11 months - 55 years
6354261	11 months - 55 years
6354263	11 months - 55 years
6354265	11 months - 55 years
5570632	8 months to 54 years
5570633	8 months to 54 years
5570634	8 months to 54 years
5570635	8 months to 54 years
5570636	8 months to 54 years
5570637	8 months to 54 years
5570638	8 months to 54 years
5570640	8 months to 54 years
5570641	8 months to 54 years
5570788	8 months to 54 years
5570790	8 months to 54 years
5570791	8 months to 54 years
5570792	8 months to 54 years
5570793	8 months to 54 years
5570794	8 months to 54 years
5570795	8 months to 54 years
5570796	8 months to 54 years
5570797	8 months to 54 years
5570948	8 months to 54 years
5570949	8 months to 54 years
5570950	8 months to 54 years
5570951	8 months to 54 years
5570952	8 months to 54 years
5570953	8 months to 54 years
5570954	8 months to 54 years
5570956	8 months to 54 years
5570957	8 months to 54 years
5571108	8 months to 54 years
5571109	8 months to 54 years
5571110	8 months to 54 years
5571111	8 months to 54 years
5571113	8 months to 54 years
5571114	8 months to 54 years
5571115	8 months to 54 years
5571116	8 months to 54 years
5571117	8 months to 54 years
5571268	8 months to 54 years
5571269	8 months to 54 years
5571270	8 months to 54 years
5571271	8 months to 54 years
5571272	8 months to 54 years
5571273	8 months to 54 years
5571274	8 months to 54 years
5571275	8 months to 54 years
5571276	8 months to 54 years
5571428	8 months to 54 years
5571429	8 months to 54 years
5571430	8 months to 54 years
5571431	8 months to 54 years
5571432	8 months to 54 years
5571433	8 months to 54 years
5571434	8 months to 54 years
5571435	8 months to 54 years
5571436	8 months to 54 years
5570642	8 months to 54 years
5570643	8 months to 54 years
5570644	8 months to 54 years
5570645	8 months to 54 years
5570646	8 months to 54 years
5570647	8 months to 54 years
5570648	8 months to 54 years
5570649	8 months to 54 years
5570650	8 months to 54 years
5570651	8 months to 54 years
5570798	8 months to 54 years
5570799	8 months to 54 years
5570800	8 months to 54 years
5570801	8 months to 54 years
5570803	8 months to 54 years
5570804	8 months to 54 years
5570805	8 months to 54 years
5570806	8 months to 54 years
5570807	8 months to 54 years
5570958	8 months to 54 years
5570960	8 months to 54 years
5570961	8 months to 54 years
5570962	8 months to 54 years
5570963	8 months to 54 years
5570964	8 months to 54 years
5570965	8 months to 54 years
5570966	8 months to 54 years
5570967	8 months to 54 years
5571118	8 months to 54 years
5571119	8 months to 54 years
5571120	8 months to 54 years
5571121	8 months to 54 years
5571122	8 months to 54 years
5571123	8 months to 54 years
5571125	8 months to 54 years
5571126	8 months to 54 years
5571127	8 months to 54 years
5571278	8 months to 54 years
5571279	8 months to 54 years
5571280	8 months to 54 years
5571281	8 months to 54 years
5571282	8 months to 54 years
5571283	8 months to 54 years
5571285	8 months to 54 years
5571286	8 months to 54 years
5571287	8 months to 54 years
5570652	8 months to 54 years
5570653	8 months to 54 years
5570654	8 months to 54 years
5570655	8 months to 54 years
5570656	8 months to 54 years
5570657	8 months to 54 years
5570659	8 months to 54 years
5570660	8 months to 54 years
5570661	8 months to 54 years
5570808	8 months to 54 years
5570810	8 months to 54 years
5570811	8 months to 54 years
5570812	8 months to 54 years
5570813	8 months to 54 years
5570814	8 months to 54 years
5570815	8 months to 54 years
5570816	8 months to 54 years
5570817	8 months to 54 years
5570968	8 months to 54 years
5570969	8 months to 54 years
5570970	8 months to 54 years
5570971	8 months to 54 years
5570973	8 months to 54 years
5570974	8 months to 54 years
5570975	8 months to 54 years
5570976	8 months to 54 years
5570977	8 months to 54 years
5571129	8 months to 54 years
5571130	8 months to 54 years
5571131	8 months to 54 years
5571132	8 months to 54 years
5571133	8 months to 54 years
5571134	8 months to 54 years
5571135	8 months to 54 years
5571136	8 months to 54 years
5571137	8 months to 54 years
5571288	8 months to 54 years
5571290	8 months to 54 years
5571291	8 months to 54 years
5571292	8 months to 54 years
5571293	8 months to 54 years
5571294	8 months to 54 years
5571295	8 months to 54 years
5571296	8 months to 54 years
5571297	8 months to 54 years
5570508	8 months to 54 years
5570509	8 months to 54 years
5570510	8 months to 54 years
5570511	8 months to 54 years
5570662	8 months to 54 years
5570663	8 months to 54 years
5570664	8 months to 54 years
5570665	8 months to 54 years
5570666	8 months to 54 years
5570667	8 months to 54 years
5570818	8 months to 54 years
5570819	8 months to 54 years
5570820	8 months to 54 years
5570821	8 months to 54 years
5570823	8 months to 54 years
5570824	8 months to 54 years
5570825	8 months to 54 years
5570826	8 months to 54 years
5570827	8 months to 54 years
5570978	8 months to 54 years
5570979	8 months to 54 years
5570980	8 months to 54 years
5570981	8 months to 54 years
5570982	8 months to 54 years
5570983	8 months to 54 years
5570984	8 months to 54 years
5570986	8 months to 54 years
5570987	8 months to 54 years
5571138	8 months to 54 years
5571139	8 months to 54 years
5571140	8 months to 54 years
5571141	8 months to 54 years
5571143	8 months to 54 years
5571144	8 months to 54 years
5571145	8 months to 54 years
5571146	8 months to 54 years
5571147	8 months to 54 years
5571298	8 months to 54 years
5571299	8 months to 54 years
5571300	8 months to 54 years
5571301	8 months to 54 years
5571302	8 months to 54 years
5571303	8 months to 54 years
5571305	8 months to 54 years
5571306	8 months to 54 years
5571307	8 months to 54 years
5570512	8 months to 54 years
5570513	8 months to 54 years
5570514	8 months to 54 years
5570515	8 months to 54 years
5570516	8 months to 54 years
5570517	8 months to 54 years
5570518	8 months to 54 years
5570519	8 months to 54 years
5570521	8 months to 54 years
5570668	8 months to 54 years
5570669	8 months to 54 years
5570670	8 months to 54 years
5570671	8 months to 54 years
5570672	8 months to 54 years
5570673	8 months to 54 years
5570674	8 months to 54 years
5570675	8 months to 54 years
5570676	8 months to 54 years
5570677	8 months to 54 years
5570828	8 months to 54 years
5570829	8 months to 54 years
5570830	8 months to 54 years
5570831	8 months to 54 years
5570832	8 months to 54 years
5570833	8 months to 54 years
5570834	8 months to 54 years
5570835	8 months to 54 years
5570836	8 months to 54 years
5570837	8 months to 54 years
5570988	8 months to 54 years
5570989	8 months to 54 years
5570990	8 months to 54 years
5570991	8 months to 54 years
5570992	8 months to 54 years
5570994	8 months to 54 years
5570995	8 months to 54 years
5570996	8 months to 54 years
5570997	8 months to 54 years
5571148	8 months to 54 years
5571149	8 months to 54 years
5571150	8 months to 54 years
5571151	8 months to 54 years
5571152	8 months to 54 years
5571154	8 months to 54 years
5571155	8 months to 54 years
5571156	8 months to 54 years
5571157	8 months to 54 years
5571308	8 months to 54 years
5571309	8 months to 54 years
5571310	8 months to 54 years
5571311	8 months to 54 years
5571313	8 months to 54 years
5571314	8 months to 54 years
5571315	8 months to 54 years
5571316	8 months to 54 years
5571317	8 months to 54 years
5570522	8 months to 54 years
5570523	8 months to 54 years
5570524	8 months to 54 years
5570525	8 months to 54 years
5570527	8 months to 54 years
5570528	8 months to 54 years
5570529	8 months to 54 years
5570530	8 months to 54 years
5570531	8 months to 54 years
5570678	8 months to 54 years
5570679	8 months to 54 years
5570680	8 months to 54 years
5570681	8 months to 54 years
5570682	8 months to 54 years
5570683	8 months to 54 years
5570684	8 months to 54 years
5570686	8 months to 54 years
5570687	8 months to 54 years
5570838	8 months to 54 years
5570839	8 months to 54 years
5570840	8 months to 54 years
5570841	8 months to 54 years
5570842	8 months to 54 years
5570843	8 months to 54 years
5570844	8 months to 54 years
5570846	8 months to 54 years
5570847	8 months to 54 years
5570998	8 months to 54 years
5570999	8 months to 54 years
5571001	8 months to 54 years
5571002	8 months to 54 years
5571003	8 months to 54 years
5571004	8 months to 54 years
5571005	8 months to 54 years
5571006	8 months to 54 years
5571007	8 months to 54 years
5571158	8 months to 54 years
5571159	8 months to 54 years
5571160	8 months to 54 years
5571162	8 months to 54 years
5571163	8 months to 54 years
5571164	8 months to 54 years
5571165	8 months to 54 years
5571166	8 months to 54 years
5571167	8 months to 54 years
5571318	8 months to 54 years
5571319	8 months to 54 years
5571320	8 months to 54 years
5571321	8 months to 54 years
5571322	8 months to 54 years
5571323	8 months to 54 years
5571324	8 months to 54 years
5571326	8 months to 54 years
5571327	8 months to 54 years
5571016	8 months to 54 years
5570532	8 months to 54 years
5570533	8 months to 54 years
5570534	8 months to 54 years
5570535	8 months to 54 years
5570536	8 months to 54 years
5570537	8 months to 54 years
5570538	8 months to 54 years
5570539	8 months to 54 years
5570540	8 months to 54 years
5570541	8 months to 54 years
5570688	8 months to 54 years
5570689	8 months to 54 years
5570690	8 months to 54 years
5570691	8 months to 54 years
5570692	8 months to 54 years
5570693	8 months to 54 years
5570694	8 months to 54 years
5570696	8 months to 54 years
5570697	8 months to 54 years
5570848	8 months to 54 years
5570850	8 months to 54 years
5570851	8 months to 54 years
5570852	8 months to 54 years
5570853	8 months to 54 years
5570854	8 months to 54 years
5570855	8 months to 54 years
5570856	8 months to 54 years
5570857	8 months to 54 years
5571008	8 months to 54 years
5571009	8 months to 54 years
5571010	8 months to 54 years
5571011	8 months to 54 years
5571012	8 months to 54 years
5571013	8 months to 54 years
5571014	8 months to 54 years
5571015	8 months to 54 years
5571017	8 months to 54 years
5571168	8 months to 54 years
5571169	8 months to 54 years
5571170	8 months to 54 years
5571171	8 months to 54 years
5571172	8 months to 54 years
5571173	8 months to 54 years
5571174	8 months to 54 years
5571175	8 months to 54 years
5571177	8 months to 54 years
5571328	8 months to 54 years
5571329	8 months to 54 years
5571330	8 months to 54 years
5571331	8 months to 54 years
5571332	8 months to 54 years
5571333	8 months to 54 years
5571334	8 months to 54 years
5571336	8 months to 54 years
5571337	8 months to 54 years
5570542	8 months to 54 years
5570543	8 months to 54 years
5570544	8 months to 54 years
5570545	8 months to 54 years
5570546	8 months to 54 years
5570547	8 months to 54 years
5570548	8 months to 54 years
5570549	8 months to 54 years
5570550	8 months to 54 years
5570698	8 months to 54 years
5570699	8 months to 54 years
5570700	8 months to 54 years
5570701	8 months to 54 years
5570702	8 months to 54 years
5570703	8 months to 54 years
5570704	8 months to 54 years
5570705	8 months to 54 years
5570706	8 months to 54 years
5570707	8 months to 54 years
5570858	8 months to 54 years
5570859	8 months to 54 years
5570860	8 months to 54 years
5570861	8 months to 54 years
5570862	8 months to 54 years
5570863	8 months to 54 years
5570865	8 months to 54 years
5570866	8 months to 54 years
5570867	8 months to 54 years
5571018	8 months to 54 years
5571019	8 months to 54 years
5571020	8 months to 54 years
5571021	8 months to 54 years
5571022	8 months to 54 years
5571023	8 months to 54 years
5571024	8 months to 54 years
5571025	8 months to 54 years
5571026	8 months to 54 years
5571178	8 months to 54 years
5571180	8 months to 54 years
5571181	8 months to 54 years
5571182	8 months to 54 years
5571183	8 months to 54 years
5571184	8 months to 54 years
5571185	8 months to 54 years
5571186	8 months to 54 years
5571187	8 months to 54 years
5571338	8 months to 54 years
5571339	8 months to 54 years
5571340	8 months to 54 years
5571342	8 months to 54 years
5571343	8 months to 54 years
5571344	8 months to 54 years
5571345	8 months to 54 years
5571346	8 months to 54 years
5571347	8 months to 54 years
5570552	8 months to 54 years
5570553	8 months to 54 years
5570554	8 months to 54 years
5570555	8 months to 54 years
5570556	8 months to 54 years
5570557	8 months to 54 years
5570558	8 months to 54 years
5570559	8 months to 54 years
5570561	8 months to 54 years
5570708	8 months to 54 years
5570709	8 months to 54 years
5570710	8 months to 54 years
5570711	8 months to 54 years
5570713	8 months to 54 years
5570714	8 months to 54 years
5570715	8 months to 54 years
5570716	8 months to 54 years
5570717	8 months to 54 years
5570868	8 months to 54 years
5570869	8 months to 54 years
5570870	8 months to 54 years
5570872	8 months to 54 years
5570873	8 months to 54 years
5570874	8 months to 54 years
5570875	8 months to 54 years
5570876	8 months to 54 years
5570877	8 months to 54 years
5571029	8 months to 54 years
5571030	8 months to 54 years
5571031	8 months to 54 years
5571032	8 months to 54 years
5571033	8 months to 54 years
5571034	8 months to 54 years
5571035	8 months to 54 years
5571036	8 months to 54 years
5571037	8 months to 54 years
5571189	8 months to 54 years
5571190	8 months to 54 years
5571191	8 months to 54 years
5571192	8 months to 54 years
5571193	8 months to 54 years
5571194	8 months to 54 years
5571195	8 months to 54 years
5571196	8 months to 54 years
5571197	8 months to 54 years
5571348	8 months to 54 years
5571349	8 months to 54 years
5571350	8 months to 54 years
5571351	8 months to 54 years
5571352	8 months to 54 years
5571353	8 months to 54 years
5571354	8 months to 54 years
5571355	8 months to 54 years
5571357	8 months to 54 years
5570562	8 months to 54 years
5570563	8 months to 54 years
5570564	8 months to 54 years
5570565	8 months to 54 years
5570566	8 months to 54 years
5570567	8 months to 54 years
5570568	8 months to 54 years
5570569	8 months to 54 years
5570570	8 months to 54 years
5570571	8 months to 54 years
5570718	8 months to 54 years
5570719	8 months to 54 years
5570720	8 months to 54 years
5570721	8 months to 54 years
5570722	8 months to 54 years
5570724	8 months to 54 years
5570725	8 months to 54 years
5570726	8 months to 54 years
5570727	8 months to 54 years
5570878	8 months to 54 years
5570879	8 months to 54 years
5570880	8 months to 54 years
5570881	8 months to 54 years
5570882	8 months to 54 years
5570884	8 months to 54 years
5570885	8 months to 54 years
5570886	8 months to 54 years
5570887	8 months to 54 years
5571038	8 months to 54 years
5571039	8 months to 54 years
5571040	8 months to 54 years
5571041	8 months to 54 years
5571042	8 months to 54 years
5571043	8 months to 54 years
5571044	8 months to 54 years
5571045	8 months to 54 years
5571046	8 months to 54 years
5571198	8 months to 54 years
5571199	8 months to 54 years
5571200	8 months to 54 years
5571201	8 months to 54 years
5571202	8 months to 54 years
5571204	8 months to 54 years
5571205	8 months to 54 years
5571206	8 months to 54 years
5571207	8 months to 54 years
5571358	8 months to 54 years
5571359	8 months to 54 years
5571360	8 months to 54 years
5571361	8 months to 54 years
5571362	8 months to 54 years
5571363	8 months to 54 years
5571364	8 months to 54 years
5571366	8 months to 54 years
5571367	8 months to 54 years
5570572	8 months to 54 years
5570573	8 months to 54 years
5570574	8 months to 54 years
5570575	8 months to 54 years
5570576	8 months to 54 years
5570577	8 months to 54 years
5570578	8 months to 54 years
5570579	8 months to 54 years
5570581	8 months to 54 years
5570728	8 months to 54 years
5570729	8 months to 54 years
5570730	8 months to 54 years
5570731	8 months to 54 years
5570732	8 months to 54 years
5570733	8 months to 54 years
5570734	8 months to 54 years
5570736	8 months to 54 years
5570737	8 months to 54 years
