as_location,occurrences
"Fig 3, Extended Data 6",8
"Figures 2, 3, 4, 5, Table S2",8
"Figure 2b, Figure 2a",8
"Tables 2, 3, 4, 5 and S1",8
"Figure 1, Tables 3, 6",8
"Figures 2, 5, 6, and 8",8
"Table S8, Figure 5, Table S8, Figure S3",8
"Figure S2, Table S3",8
"Figures 1, 2, 4, 5, 6, E2",8
"Supplemental Data File S6, Figure 3",8
"Figure 2B.b",8
"Supplementary Figures 11",8
"Supplementary Table 1 and Figure S2",8
"Tables 2, 3, figures 4 and 5",8
"Text p 2325",8
"Figures 2 and 4 and Figure S4",8
"Figures S1, S2, and 2",8
"Figure 2 and Text page 170",8
"Supplemental Figure 12",8
"Figure 2, Supplementary Table S1",8
"Figure 1-2 and Table 2",8
"Figure 2 and S2",8
"Figure 7 and Supplementary Figure 4",8
"Figure 3C, 3D",8
"Figures 2A and 3",8
"Figure 4 and Figure S4",8
"Figures 3 and 5, Table III",8
"Table S8 and Figure 5",8
"Figures 1-5",8
"Figures 1 and 3A",8
"Figure 4, Extended data Figure 4 and Supplementary Table 4",8
"Figure S3A",8
"Table II, Figures 2, 3",8
"Tables S1 and 2, Figure 2",8
"Supplemental Table 5",8
"Extended Data 10",8
"Figure 2, Supplementary Table 2",8
"Table III, Figure 2",8
"Figures 2, 4, Supplementary Figure 4",8
"Table 1, Figures 2 and 4",8
"Supplementary online figure S1",8
"Tables 3a and 3b",8
"Table 2 and text in p.159",8
"Figures 2, 5 and Table 1",8
"Figure 5, Table 2",8
"Figure 6F",8
"Text P. 357",8
"Figures 3, 4 and Table III",8
"Figure 3, Table S8",8
"Text page 303 (data not shown)",8
"Figure 1, Table IV",8
"Figures 1, 3,Table 4, and Supplementary figure 7",8
"Figures 3, 4 and 7",8
"Figure 3 and Supplementary Figure 6",8
"Figure 4 and Supplementary Figure 4",8
"Table I and Figure S1",7
"Figures 3, 6",7
"Figures 2B, 3B and 4",7
"Figures 3B and 5",7
"Table 2, Figures 3 and 4",7
"Figure 5C, 5D, 5E",7
"Figure 2 and Tables 2 and 5",7
"text p. 483, Figure 2, Table 2",7
"Figure 4, Supplemental Tables S2, S3, Supplemental Figure S7",7
"Figure 6b",7
"Figures 3, 5, 6B S2 and Table 4",7
"Supplemental Figure S4",7
"Figure 1, S1, S2",7
Figure,7
"Figure 3, S1",7
"Figures 3 and 4 and Table I and Supplemental Table 2",7
"Tables 1 and 5",7
"Figure 1, Supplementary Figures 1 and 6, and Supplementary Table 1",7
"Table 1 and Figure4",7
"Figure 1 and 6",7
"Tables 1, 3, and 4, Figures 2 and 3",7
"Figure 2C, D",7
"Figures 2, 3 and 7",7
"Figures 2, 3, Supplemental Figure 2",7
"Table 1, Figure 2, Supplementary Tables S1 and S2",7
"Figures 1B and 2C,D",7
"Figures S6, S7",7
"Figure 1, 3, S1",7
"Table 2, Figure S2",7
"Figure 2, Supplementary Figure",7
"Figures 2, 4, and Table S2",7
"Supplemental Figure 10",7
"Figures 1B and 2B,D",7
"Tables S2, S4 and Figure S3B",7
"Figure 4, Suppl Figure S4",7
"Figures 5, S8",7
"Figures 4A and 5A",7
"Supplemental Table 1, Figure 1, Table 1",7
"Figures 2, 3, 5 and 6",7
"Figure 2 and Figure S3",7
"Supplemental Table 1 and Supplemental Figure 2",7
"Table 3 and Figure 5",7
"Figure 3, Supplementary Figure 1",7
"Figure  7",7
"Figures 1, 2, 4 and S1",7
"Supplementary Figures 12 and 13",7
"Figure 1 and 4",7
"Table 1, Supplementary Table S1, Figure S3",7
"Figure 1A and 5",7
"Figure 1 and Supplemental Figure A",7
"Figure 3, Supplemental Figure 3",7
"Tables 3, 4 and Figure 2",7
"Figures 2, 3, Table 1",7
"Figure 1 and 5",7
"Figures 1, 2, 3, and 5 and Supplementary Figures 1, 2, 3, and 5",7
"Figure S3D",7
"Table 1 and Supplementary Table S1",7
"Text page 1800",7
"Figure 3 and Supplementary Table 1.1",7
"Figures 3c, 4, and 5b",7
"Figure 5 and table II",7
"Figure 4C and 4D",7
"Table 2, Table S1",7
"Figures 1, S1, Table 1",7
"Figure 5A,B",7
"Figure 3 A",7
"Figure 4C,D",7
"Figure 3, Table I, Figure E3",7
"Figures 4, 5, 6, 7, S5, and S7",7
"Figures 5",7
"Text P. 330",7
"Figures 1 and  S3",7
"Figure 4 and Figure S2",7
"Table 2, Figure 1, and Supporting Information Table S1",7
"Figures 2, 3, 4, 5, 6, S4",7
"Figure 4A,B,C",7
"Tables 2, 3 and Figure 1",7
"Text p. 1503",7
"Figures 3b and 5a",7
"Figure 4, 6",7
"Figures 4, S5",7
"Figures 1, 2, and 6",7
"Figure 4,5 and S3",7
"Figures 1 and 3, Table 3",7
"Tables 1, 2, 3, 4, and 5",7
"Figures 1, 3, 4, and 6",7
"Table I, Table III, Figure 1, Figure 2",7
"Table S3 and Figure 4",7
"Tables 1 and 4, Figures 2 and 3",7
"Figure 4, Supplementary Table 1",7
"Results (page 5888)",7
"Results (page 135-136)",7
"Figure 1, Tables 2 and 4",7
"Figures 2 and 3 and Supplementary Figure 2",7
"Figures 2, 7",7
"Table 2 and figure 4",7
"Figure 5, Figure 1 and 2A",7
"Text page 7123",7
"Figures 1, 3 and Table S5",7
"Figures 2, 3, 4, and S2",7
"Figure 2, Figure 1",7
"Tables I, II, Figure 5",7
"Figure 1B and 5",7
"Figure 1 and Text P. 646",7
"Figures 3, 5, S2 and Table 4",7
"Table 1 and figure 5",7
"Figures 7 and S9",7
"Figures 1, 2, 3, 4, 6",7
"Figures 4 and 5 and Table 2",7
"Figures 2, 3, 4, 6 and 7",7
"Figure 3 and Supplemental figures C, D, E, and G",7
"Figure 6 A",7
"Figures 4  and 6",7
"Figures 5 and 7, Table S5",7
"Figures 1and 2, Suppl Figures S1a, S2",7
"Figures 2 and 8",7
"Figures 1, 2 and Tables 4 and 5",7
"Figures 2, 3, Supplementary Figures 1B and 2",7
"Supplemental Table 3, Supplemental Figure 3, Figure 3",7
"Figure 3, Table S3",7
"Figures 1, 2, 6",7
"Supplementary Figures 2, 5, and 6 and Supplementary Table 1",7
"Figure 2, Supplementary Figure 4, and Supplementary Table 5",7
"Figures 2 and S7",7
"Figure 5 and Supplementary Figure S7",7
"Table 3 and figure 3",7
"Figures 3A and 4",7
"Figures 2-4",7
"Figure 2, Table 4",7
"Table III and figure 3",7
"Figure 1 and Supplemental Figure S1",7
"Figure 3 and Supplemental Table S5",7
"Figures 3D",7
"Figure S2 and Table 2",7
"Figures S3A and S4A",7
"Text, page 1638",7
"Supplemental Figure S3",7
"Table 2 and Supporting Information Table S1",7
"Figures 4, 7, and S5",7
"Figures 1, 6",7
"Figure 5 and Table 5",7
"Tables 3 and 4 and Figure 3",7
"Figure 4, Figure 1",7
"Figures 4, 5 and 8",7
"Figure 7 and Table S4",7
"Figures 4, 5 and Table 1",7
"Figure 7, Supplementary Table S5",7
"Figures 3, 4 and 8",7
"Figure 2B, Figure 2A",7
"Figures 2, 4, S1 and S2",7
"Figures 2B and 3",7
"Figure 2H",7
"Figure 4B,C and Table 2",7
"Figures 1, 2, and S2 and Tables 2, 3, and 4",7
"Figure 3, Tables 2 and 3",7
"Figure 2, Table S4",7
"Text p. R525",7
"Figures 1, 2, 5 and 6",7
"Figure 5, S5",6
"Figures 2, 3, 4, and 7",6
"Figures 1, 2 and table I",6
"Supplemantary Table S2",6
"Tables 3 and 5, Figures 1 and 2",6
"Figures 5, 6, 7, S5, S6, S7, Tables S6, S7",6
"Figures 1, 2, S2, S3 and Tables 1, 2",6
"Fig. 5A,B,D",6
"Figures 1 and extended data figure 4",6
"Figure 1, Table S1",6
"Figure 5 and Table V",6
"Table 3, Figure 2",6
"Figures 5, 6, Supplementary Figure 6, 7 and 8",6
"Figures 5 and 6A",6
"Figures 1, S3",6
"Figures 2, 3, 6, 7, 8, S3, S4, and Tables 4,  S1 and S2",6
"Table 2, 3, Figure 2, S1",6
"Table 2 and Supplementary Figure S3",6
"Figures 2 and 3B",6
"Figures 1, 2, Supplementary Table 4",6
"Figures 5A,B and 6",6
"Text p 62-63 and Table 2",6
"Tables 1, 2 and Figure 2",6
"Figure 5, Supplementary Figure 3",6
"Figure 2, Supplementary Figures 2, 3",6
"Figure 4B,D",6
"Supplemental data figure 3",6
"Figures 6, 4",6
"Figure 2, Tables IV and VI",6
"Tables 2-4, figures 3-5",6
"Figure S5 and Table S2",6
"Supplementary Material Figures S3 and S4",6
"Table I, Figure 2",6
"Figure 6 and Table 3",6
"Figure 2, Figure 5, Figure S1, Table S1, and Table S3",6
"Tables 3 and 4, Figures 1 and 2",6
"Figures 1, 5 and 6",6
"Figures 6, S6",6
"Figure 2, Supplementary Figures 3 and 6, Table 2 and Supplementary Table 2",6
"Figures 2, 5 and 6",6
"Figure 4 and Table II",6
"Tables 3, 4, and 6, Figure 1",6
"Figure 4, FIgure 5",6
"Figure 8a",6
"Table 3, Figures 2 and 3",6
"Table 3, Figures 5B and 6A",6
"Figures 3, 5, 8, and 10",6
"Figure 1 and text p. 1055",6
"Figure 2-5",6
"Figure 1, 2, Supplementary Figure 2 and Supplementary Table 4",6
"Supplementary Figure S1B",6
"Figure 3, Table 3",6
"Tables 4 and 5, Figure 1",6
"Figure 5, S4 and Table S3",6
"Figures 1, 2, 3, and 5 and Supplementary Table 1",6
"Figures 1 and 2, Data File S1",6
"Tables 1, 2 and Figures 1, 2",6
"Figures 6, 11, 12, 13",6
"Table 3ab",6
"Figures 3 and 5-6",6
"Supplementary Figure 1a&b",6
"Figures 3 and 4 and Supplemental Figures 6 and 7",6
"Figure 3, Tables 3 and S1",6
"Figure S4 and Table S3",6
"Data set S1 and S11 and Figures 1, 2, 3, and 4",6
"Supplementary Figures S6 and S7",6
"Fig 3, 4",6
"Figures 3B and 4B",6
"Figure 2B and Table 1",6
"Figures 2, 3, 4, Table 2, 3",6
"Figure 2 and Table 3 and Supplemental Table 1",6
"Supplementary Table II, Table II",6
"Table 1 and Figures 6, 7",6
"Figures 4, S1, 5, 6, and 8, Table S1",6
"Figures 1, 2, S2, S3",6
"Figures S11 and S13 and Table S7",6
"Figures 7, 8, and 10",6
"Figures 1C and 1D",6
"Figure 1, Tables 1, 2 and 4",6
"Figure 2 and 5",6
"Figures 1, 4, and 5 and Table 1 and Supporting Material Table S2",6
"Figures 2, 3 and S3",6
"Figure 6G",6
"Figures 4 and 5 and Table 4",6
"Figure 2 and Supporting Information Figure 1",6
"Figure 2B and 3B",6
"Figure 4 and S2",6
"Figures 4, S8",6
"Figure 4 and Extended Data Figure 9",6
"Figures 1, 2B&C, and 3A&B",6
"Figure 3 and Table IV",6
"Figures 6, 7 and 9",6
"Supplementray Figure 2 and Supplementray Table 4",6
"Table 2 and Figures 1 and 2 and Text page 583",6
"Figures 1 and 3 and Supplementary Figure 1",6
"Supplementary Table 6",6
"Figure 7 and Supplementary Table 2",6
"Figure 7c",6
"Table 2 and Figure 2-3",6
"Supplementary figure 2",6
"Figures 4 and 5A&B",6
"Figures 4, 5, and Supplementary Figure S7",6
"Table 2 and Figure 3A",6
"Table 1 and Figure 1, 2",6
"Tables 1, 2, Supplementary Figure 7 and Supplementary Table 2",6
"Table I and II",6
"Figures 2, 4, 5 and S1",6
"Figures 3 and 4 and Supporting information Table S1",6
"Supplemental figure 2",6
"Figures 2, 3, Table S1",6
"Figures 3, 5, and 6 and Supporting Information Figure S4",6
"Figure 3G,H",6
"Table 1, Figure 7",6
"Supplementary Figure 3, Figure 1",6
"Figures S2 and S4",6
"Table 1 and Figure S6",6
"Table II and Figure 4",6
"Figures 5, 6, 7, 8",6
"Figure 1B and 2",6
"Figure 2, Supplementary Figure 11",6
"Figure 4 and table 1",6
"Text, page 1015.",6
"Figures 1, S3, S9",6
"Figures 1, 2, 3 and Supplementary Figure 2 and 3",6
"Table 3 and Table 4",6
"Figure 4 and Table I and Supplemental Table 2",6
"Figure 2-3 and 5",6
"Figure 6, Supplementary Figure 4",6
"Figure 4, Text page 9314",6
"Results page 1010",6
"Figures 4B and 5B",6
"Figures 2C and S1",6
"Table 2 and supplemental figure 3",6
"Table 4, text p 365",6
"Figure 3, Supplementary Figure 4",6
"Figures 1, 2, 5, 6",6
"Figures 2, 4 and Table S6",6
"Tables 1, 4, and 5, Figures 1 and 2",6
"Table 1 Figure 3, S1, S2",6
"Figure 6K",6
"Tables 1 and S3",6
"Table IV and Supplementary Figure 2",6
"Figure 3, S7",6
"Text P. 3058",6
"Figure 4, Supplemental Figure 6",6
"Figures 5, 6, 7, and 8",6
"Figure 2 and Supplementary Figure 7",6
"Figures 2, 5, Supplementary Table S6",6
"Figures 1, 2, 4, and 5, Table II",6
"Figure. 3",6
"Figure 1D,E,F",6
"Figure 3, Supplementary Figure 2 and Table 1",6
"Figure 3B and Table S2",6
"Text page 151",6
"Figures 2, 4, and 5 and Supplementary Figure 4",6
"Figures 6B, 7",6
"Figure S7B",6
"Figure 4, Supplementary Figure S2",6
"Figures 1, 2, 5 and Table 1",6
"Table S2 and Figure S5",6
"Figure 3C,D",6
"Figure 3 and Supplementary Figures S3, S5, S6, S7",6
"Figure 2, 3, 5, 6",6
"Figures 2, 3, 4, S1, S3, and S4",6
"Figure 4 and Supplementary Figure S2",6
"Additional file 3",6
"Table S3, Figures 6 and S4",6
"Figures 5A and 5B",6
"Table 2, 3, Figure 3",6
Fig.3,6
"Figures 1, 2, 3, and 5 and Supplementary Figures 1, 2, 3, 5, and 12",6
"Figure 6, and Supplementary Figure 1",6
"Tables I and IV",6
"Figures 2, 4 and S1",6
"Figures 2, S3 and S4",6
"Figures 3, 5 and Supplemental Figure 1",6
"Figure 4 and Supplementary Figures 4, 5",6
"Supplementary Table 1, Figure 4",6
"Figure 2.B.",6
"Table 1, Figures 1, 2, 3A, 4",6
"Figure 1-figure supplement 1",6
"DataSet S1, Figure 4",6
"Figures 3, 5, 6",6
"Table 1, Figures 1, 4, 5",6
"Tables 2, 5",6
"Tables II, III and IV",6
"Tables 2 and 3, Figure 5",6
"Figure 9B,C",6
"Supplementary Figure 3B",6
"Table 1, Figures 2, 3",6
"Figure 3, S3",6
"Figures 1, 4, 5",6
"Figure 3, Table 4",6
"Table II and III and Figure 1",6
"Figure 3 and table III",6
"Supplementary Figure 18",6
"Figure 7 and Supplementary Figure S2",6
"Table 2, figures 1 and 2",6
"Table 2, 3",6
"Figures 2A and 4",6
"Table 1, Figure 2, Supplementary Table S1, Figure S4",6
"Figures 2, 4, and S7",6
"Figure 1, Tables 2, 3",6
"Figures 2 and 3 and Supplementary Table 2",6
"Table 2 and figure 1",6
"FIGURE 3, FIGURE 5, FIGURE 6",6
"Figures 6, 7, S6, S7 and S8",6
"Figures 1, 2 and 3, Tables 1 and 2, Supplementary Figures 1, 2, 3 and 4",6
"Figures 5C and 6",6
"Table 1 and Figures 8 and 9",6
"Figures 2c, 3, S1 and S2",6
"Figure 5 and Supplementary Figure 1",6
"Figures 2, 5, 10",6
"Figures 1, 2, 3 and Table 2",6
"Figures 1, 3, 6",6
"Figure 1B, 2, 4B, S2c, S2d, S3b",6
"Figure 1 and table 3",6
"Figure 6 and Table 5",6
"Figures 1A and 3A",6
"Figures 7 and S2",6
"Figure 4E,F",6
"Figure 6J",6
"Figure 3 and Text p.2086",6
"Figures 3, 4, 5, and S3 and Table S5",6
"Text page 2576",6
"Tables 1 and 2 and Figure 1",6
"Text p 302",6
"Figure 1A, B",6
"Figures 2, 3, 4, S3 and S5",6
"Table 2, 3 and Figure 1-3",6
"Figures 2, 3 and 4, Table 1",6
"Figures 1, 2 and table 1",6
"Supplementary Figure 3 and Table S2",6
"Table 1 and Supplementary Data Sheet 1",5
"Figures 3, 4, 5, 6, 7, and 8",5
"Figure 3, Tables 1 and 2",5
"Figure 4 and Extended Data Figure 10",5
"Figures 1D, 1E and 3A-D; Table 1",5
"Figures 1, 2, 3 and 6",5
"Figure 2, Figure 3",5
"Figure 3B,C",5
"Figure 3, Supplementary Table 1",5
"Figures 6, 7, and 8",5
"Figures 2, 3, and 4 and Table 2",5
"Figures 3, 5, and 7",5
"Figures 3A and S4",5
"Figures 5 and S1",5
"FIGURE 4",5
"Tables 1 and 2, Figure 2",5
"Table I and figure 1",5
"Figures 2, 3, 5, 6, Table S2",5
"Tables I and II, Figure 1",5
"Figure 2B and Table S1",5
"Figures 2, 3, 6",5
"Figure 2 and Supplementary Figure 8",5
"Figures 6 and 9",5
"Figure 4 and Table 4",5
"Figure 3, text",5
"Figure 3 and ESM Figure 2",5
"Figure 4C and Table 2",5
"Figures 7 and 10",5
"Table I and Supplemental Table 2",5
"Figure 6, 8",5
"Figures 2, 3 and 6,",5
"Figure S2, Table S1",5
"Figures 2, 4, 6, 7 and 8",5
"Figures 5b, 5d, 6b, 7b, 8b",5
"Figures 2, 5 and Supplemental Table 1",5
"Figures 3C and 6",5
"Figures 9 and 10",5
"Fig 3 A",5
"Text p.225",5
"Table 5 and Figures 2, 3",5
"Table 2, Figures 1, 2 and 3",5
"Tables 1and 3",5
"Figures 1, 3, 4 and Table 3",5
"Tables 1, 2, Figures 1 and 3A",5
"Figures 2 and 3, Table I",5
"Figures 2, 3, and 4 and Supplemental Table 2",5
"Tables 1, 2, 3 and Figure 1",5
"Figure 2A,C",5
"Table S2 and Figure S3",5
"Figures 3, 4, and Supplementary Figure S7",5
RESULTS,5
"Figures 2, 3, and S4",5
"Figure 1, Figure 8",5
"Figure 2, Supplemental Table 3",5
"Figure 1, Tables 1-2.",5
"Figures 2 and 6 and Supporting Information S2 Figure",5
"Figures 4B and 5C",5
"Figures 1, 2, 5",5
"Figure S4A",5
"Figure 2, S2, Table S3",5
"Table II and figure 3",5
"Supplemental Table II",5
"Figures 6, 9",5
"Figures 2, 3, Supplementary Figures 1 and 2",5
"Table 1, Figures 1, 2, 3, and 4",5
"Tables 2, 3 and 5",5
"Text p. 5923",5
"Table 1, Figures 6, 7",5
"Figure 2, Supplementary Tables 5, 6, 8, 9, Supplementary Figures 11, 13, 16 and 20",5
"Table 1, Figure 4A, Table 3",5
"Table 3, Figures 2, 3",5
"Figure 1, 2 and 3",5
"Figures 2, 3 and 9, Table 2, Supplemental Table 1",5
"Table SI and Figures 3, 4, and 11",5
"Table 2, Figure 6",5
"Figures 7",5
"Figures 2, 3, 4 and Table 1, Supplemental Table 2",5
"Figures 6, 7, 9, Suppl Figure 1",5
"Figures 1 and 2, Supplementary Figures 3 and 4, and Supplementary Table 1",5
"Table II and figure 4",5
"Figures 1, 4, and 6",5
"Figure 1, Supplementary Figure 8, Supplementary Table 2",5
"Figure 2D and E3",5
"Figures 4, 5, 6, 7 and 8",5
"Fig 2 B",5
"Figure 1B, 1D, 2, 4B, S2a, S2c, S2d",5
"Figure 3 and Tables 2 and 3",5
"Figure 4A & B",5
"Figure 1 and text page 4",5
"Figure 1 and Supplementary Figure 1A",5
"Figure 5-7",5
"Tables 2, 3 and 4",5
"Text page 693",5
"Figures 2 and Table 1",5
"Supplemental Figure 13",5
"Supplementary Figure S5, Supplementary Table S6",5
Figure1,5
"Figure 8 and Table 3",5
"Figure 1 and Supplementary Fig. 1",5
"Figures 5C and 6C",5
"Figures 1, 2, Tables SI, SII",5
"Tables I, II, and IV",5
"Figure 4, Table I",5
"Tables 2, 3, 4 and Figure 2",5
"Figures 8 and S2",5
"Figure 1, p123-4",5
"Figures 1, 2, and 3, Table 2",5
"Figures 2, 6 and Supplementary Figure 3",5
"Figure 2 and Supplementary Figure S4",5
"Figures 2, 3, 4, Table S1",5
"Figures S2",5
"Figures 1A, 3A and 4B",5
"Figures 1B and 3",5
"Table1, Figure 3",5
"Figure 2 and Results page 4",5
"Table 1, Figures 1, 2, and 5",5
"Tables 3 and 4 and Figure 2",5
"text, page 183.",5
"Figures 4, 5, Table 1",5
"Figures 1, S2 and Table 2",5
"Figures 5 and 10E",5
"Figure 2A and 6",5
"Supplemental Table S2, Supplemental Figure S7",5
"Figure 7 and Tables II, IV",5
"Figures 3, S1 and S3",5
"Figure 2.A",5
"Table 2 and Supporting Table S1",5
"Figure 5 and Supplementary Figure 10",5
"Figure 4 and figure 5",5
"Figure 9 and Table 2, Supplementary Figure 1 and Supplementary Table 1",5
"Figure 7 and Table III",5
"Figure 1B&C",5
"Supplementary Table 5, Supplementary Figure 11",5
"Figure 3, Tables 3 and 4",5
"Figures 1, 2, and 5, Supplemental Figures 1 and 3, and Supplemental Table 1",5
"Figures 5 and 6, Table 2",5
"Figures 4, 6, S2 and S3, Table 4",5
"Table 1 and figure 6",5
"Figure 4 C",5
"Figures 5D and 6",5
"Figure 4, 5, 6",5
"Figure 9 and Table 3",5
"Figures 1, 3, Author communication",5
"Figure 6A, B",5
"Figures 2, 5, Supplemental Figure 1 and Supplemental Table 1",5
"Supplementary Table S4",5
"Figures 2, 4, 5, and 6",5
"Tables 2 and 3 and Figure 1",5
"Figure E2",5
"Figures 4, 6, and 7",5
"Figure 1, Table II",5
"Figure 3, S2, Table 1",5
"Figure 4 and Table S1, Figures 4, S2 and Table S1",5
"Figure 2, 4, 5 and 7",5
"Figures 1, 2, and S2 and Tables 2, 3, and 5",5
"Figures 1, 2, 3, 4, p123",5
"Figures 1, 3 and 6",5
"Table 4, Supplementary Table 2",5
"Tables 1, 2, Figure 2",5
"Supplementary Table 2 and Supplementary Figure 2",5
"Figure 2, Extended Data Figure 2 and Supplementary Table 4",5
"Figure 5 and Table III",5
"Figure 1 and supplemental Figure 1",5
"Figure 4 and Supplementary Figure S7",5
"Figure 3A, 4A and 5",5
"Figure 1, 2, 3, 4, 5, Supplementary Figure 1",5
"Figures 1and 3",5
"Figures 2, 3, and 7",5
"Tables 3, S3",5
"Supporting Figure 8",5
"Table 1, Figure 8A",5
"Figure 3, Extended Data Figure 6, and Supplementary Tables 4 and 5",5
"Not shown",5
"Supplementary Figure 14",5
"Table 3, Figures 6A",5
"Figures 1, 2, 3, 5, and 6 ",5
"Figures 1, 4, and S1",5
"Figures 1-5, Supplementary figures 1-4",5
"Tables 1 and SI",5
"Figures 1A, 1B, 1C and 3E",5
"Figures 1, 3 and 7",5
"Figures 1-4",5
"Figure 7A-C",5
"Table 2 and Figure 1-2",5
"Figures 2 and 3 and Table1",5
"Figure 2, 3, 4, 5",5
"Figures 2, 3, and Supplementary Figure 2",5
"Figure 3 and S1",5
"Figure 2, Supplemental Figure 2",5
"Figures 4, S4, S5",5
"Figures 2C and 2D",5
"Text page 242",5
"Figures 4A and 6",5
"Figures 3, 5, Table 1",5
"Figure S2, Table S2",5
"Figure 4, Supplementary Figure 1",5
"Figure 2 and 6",5
"Supplemental Material Figures e-1 and e-2",5
"Figures 1, 3, 4, 5, and 6",5
"Text p. 1500",5
"Figure 2, Extended Data Figure 2, and Supplementary Table 2",5
"Figure 3 and 7",5
"Figures 3C and 4C",5
"Table 4A",5
"Figure 4B,C",5
"Table 1 and figure 4",5
"Figures 1, 2, 6, and 8",5
"Table II, Figures 2 and 3",5
"Table 2, Figure 10",5
"Figure 4 and Table VI",5
"Figure 2 B",5
"Tables I, III and Figures 3, 4 and Supplemental Figures 2, 3",5
"Tables 3, 4, Figures 2, 3",5
"Tables 1, S1",5
"Tables 2, 3, and Figure 5",5
"Figures 2A and 6A",5
"Text page 3",5
"Figure 4, S4",5
"Figure 5, Tables III and IV",5
"Figure 2, Figure 5, Table S1, and Figure S1",5
"Figures 2, 3 and S1",5
"Table 1, Figures 4, S9",5
"Figures 1, 2, S4",5
"Fig 3 B",5
"Figure S4B",5
"Figures 3 and 4 and Table S5",5
"Figures 1, 4 and 7",5
"Figures 4a and 4c",5
"Figure 6 and table II",5
"Figure E8",5
"Figures 1, 2, and 3 and Supplementary figure 1",5
"Figures 4 and S3",5
"Figures 2 and 3, Supplementary Figure S4",5
"Figure 1i and Table 4",5
"Figure 1, Tables 1-2, 4.",5
"Table 1 and figure 7",5
"Figures 4, S1",5
"Figure 8 and Table 1",5
"Figure 1, text",5
"Figures 5, S6",5
"Figures 4A, 5A and 5B",5
"Figure 1, Supplementary Table 3",5
"Results page 346",5
"Figures 4, 5, and Supplementary Figure S7, Supplementary Figure S3",5
"Figure 5, Supplemental Figure 3",5
"Table 3 and Figure 6",5
"Figure 4.B.",5
"Figures 5 and 6, Table 1, Suppl. figure 2.",5
"Tables 4-6, Tables 1-3",5
"Figures 1-3; Tables I-III",5
"Figure 1 and Supplementary Figures 1 and 8",5
"Figure 3A and 3B",5
"Figure S1 and Text p.3, Table 1",5
"Figure 2B and 6",5
"Figure 4, S4 and Table 3",5
"Figures 3-6 and Tables II, IV",5
"Figure 5 and Supplementary Table 3",5
"Figures 3, 4, and 5 and Supporting information Table S1",5
"Figures 2, 5, 6",5
"Text page 5",5
"Figures 1 and 2, Table I",5
"Figure 6 and 7",5
"Figures 2, 4, Tables 3 and 6",5
"Figures 1, 3, 5, 6",5
"S12 Fig",5
"Results 816",5
"Table 1 and Figure 4 and Supplemental Material Table S2",5
"Figure 3 and Extended Data Figure 6",5
"Figure 1, Table 1, and Supplementary Table 6",5
"Tables 2 and SV and Figures 7, 8, and 10",5
"Supporting Information Figure 4",5
"Figures 1, 2, and Table 2",5
"Figure 4 and Supplementary table S8",5
"Figures 2, S4",5
"Table 3 and figure 1",5
"Table VII and Figure 4",5
"Figure 3, Table II",5
"Figure 1 and Supplementary Figure S2",5
"Figures 2, 3, S4",5
"Figure 2A, B, E, F",5
"Tables 2, S1 and Figure 1",5
"Figures 1, 2, 3, 4, and table 1",5
"Figure 2-4 and Table II-III",5
"Figures 3, 4, 6",5
"Table VIII and Figure 2",5
"Figures 6 and S7",5
"Table 2b, Figure 1",5
"Figures 3, 6, and 7",5
"Figure 5 A",5
"Figures 10 and 11",5
"Figure 4B,F",5
"Figure 3 b",5
"Figures 1B and 3C",5
"Figures 1 and 4B",5
"Text p. 102",5
"Table 2, Figure 10, Figure 11, and Figure 12",5
"Table 7 and Figure 1",5
"Table 1, 3-4 and Figure 1",5
"Figures 2, 6, and 10B,C,D",4
"Figures 3 and 4, table II",4
"Table 1, figures 1 and 2",4
"Figure 5 and Supplementary Figure 9",4
"Table II, Figure 1A",4
"Table 2, figures 1, 2 and 3",4
"Supplementary Material Figure S7",4
"Figures 2, 3, and 4 and Supplementary Figures 2 and 3",4
"Figure 4, Tables 1, 2 and Supplementary Figures 3, 4, and 5",4
"Table 2 and Figures 2 and 5 and Supplemental Tables S3 and S6",4
"Figures 1, 2, Supplementary Table 1",4
"Figures 5 ad 6",4
"Figures 4, 6, 7",4
"Figures 3, 5 and S1",4
"Figure 4 and Figures S1, S4, and S5",4
"Figure 5 and Supprting Figure S4",4
"Table 2, Fig. 2-4",4
"Figures S7 and S9",4
"Figures 4, S3, S7",4
"Figure 2, Extended Data Figure 1",4
"Table 3, Figure 2 and Table 3",4
"Figures 6D",4
"Figures 2 and 3, Table III",4
"Figure 2 and Supplemental Figure 3",4
"Figure 5h and Supplemental Figure 4",4
"Figure 2E, 4C, S1",4
"Tables 2, 3, 4, 5",4
"Figures 3, 4 and 5, Tables 3 and 4.",4
"Figure 1.B.",4
"Figures 5, 6 and 7.",4
"Figures 1, 2, S3, and Table S2",4
"Figure 1B, Figure 2",4
"Figures 2, S1 and Table S2",4
"Table 1 and Supplemental Figure S1",4
"Tables 1, S7, Figure 2",4
"Figure 1K",4
"Table 1, Supplementary Table 4",4
"Figure 4, Figure 2a, Figure 2b",4
"Figure 6B, C",4
"Results page 2620",4
"Figure 1 and table 5",4
"Figures 1 and 5, table 5",4
"Figures 2E and 2F",4
"Results page 470",4
"Table 3, Figures 1, 3 and 4",4
"Figures 1 and 2, Supplementary Figure 4, and Supplementary Table 1",4
"Supplementary Table 2 and Supplementary Figure 3",4
"Figure 3, Table 1, Supplemental Table 1",4
