as_location,occurrences
"Figures 1C, 2B, online resource 2",4
"Table 5 and Figure 3",4
"Table 2 and figure 5",4
"Table 2 and Figures 1 and 2",4
"Table 1 and Figures 3, S1, S3",4
"Table 1, Figure 1A",4
"Figure 2 and Supplemental Table 2",4
"Supporting information figure 3",4
"Figure 1B and 3A",4
"Figure 2B.c",4
"Figure 3, Figure 3, Figure 6",4
"Figure 3  and Supplemental figure 4 (S4)",4
"Text page 249",4
"Text page 2466",4
"Figure S14",4
"Supplemental data 7",4
"Figures 6, S1 and S2",4
"Table 5 and 6",4
"Suppl Figure 1",4
"Figures 1B and 2C",4
"Figure 4, Supplementary Figure 4 and 5",4
"Figure 2 A",4
"Figures 1 and 2 and text p. 7043",4
"Figure  6",4
"Figure E2 and Table E1",4
"Figures 5, 8, and 9",4
"Figure 2, supplemental Fig. S4",4
"Figures 3, 4, and 5 and Table 2 and Supplementary Figure 2",4
"Figures 2, 3, 5 and Table 2",4
"Figures 4, S4 and Table S4",4
"Figures 1, 2, 3 and 7",4
"Figures 3A&B, S1, S2",4
"Figure 2 and Tables S3, S4",4
"Figure 3, Supplementary Table 8",4
"Figures 1, 2, Figure 5",4
"Table 2 and Figures 4, 5, and 6",4
"Figures 2F and 3",4
"Figures 2 and 3, table 3",4
"Tables 3 and S1",4
"Fig 5",4
"Figures 4 and Supplementary Figure 6",4
"Figures 1a and 2",4
"Figures 1, 3, 4, 5",4
"Figures 1 and Table S2",4
"Figures 3 and 4, table 4",4
"Supplemental Figure S2B",4
"Figure 6 and Supplemental Figure 12",4
"Tables 4, 5 and Figure 4",4
"Figure 7D-F",4
"Table I, Table II, Figure 1A",4
"Figures 1, 8, and 9",4
"Table 5 and Additional Table 5",4
"Tabble 3",4
"Figure 2 and Supplemental Figures 6 and 7",4
"Figures 3 and 9",4
"Figures 2, 4, S1, and S4",4
"Figure E4",4
"Fgure 3",4
"Figure 2E, Table 1",4
"Figure 2-3 and Table 1",4
"Figures 5, 7, and 8",4
"Figures 3 and 4, Tables II and III",4
"Figure 1, Table III",4
"Figure 2, Tables 3 and 4",4
"Figures 2, 3, 7A, S2 and S5",4
"Figure S1 and Supplementary File 1",4
"Figures 5-6",4
"Figure 2D-F",4
"FIgure 2D",4
"Figures 3C and 5",4
"Figure 2 and supplemental data",4
"Figure 1, 2, 3, 4 and 5",4
"Figures 2, 5 and 6, Table 1",4
"Page 557",4
"Figures S5, S6 and S7",4
"Figures 3, 4, 5, S3, and Table 1",4
"Figure 2 and Table S5",4
"Figures 2, 3, S1, Table 2",4
"Figures 1 and 2, Table 5",4
"Figure 1 and S5",4
"Figures 1, 2 and S2",4
"Figures 3 and S-10",4
"Figure 1, Figure 4",4
"Text p 31",4
"Figures 1, 2, 3, and Table 1",4
"Figure 2, Supporting Information Figure 4 and Text page 1072",4
"Figure 2, Table 2, Table S1",4
"Table 2, Figures 5 and 6",4
"text p548",4
"Figures 1, 2, 3, 4, 5, 6, Tables 1, 2, and 3",4
"Table 1, Table 2",4
"Figures 2, 3, 4 and Supplemental Figure 1",4
"Figure 1 and Supplementary table 1",4
"Fig.7 b",4
"Figures 2, 3, S3, S4",4
"Tables 1",4
"Figure 3 and Text p. 42",4
"Figure 7A, B",4
"Figure 3B, Figure 3A",4
"Text page 617",4
"Figure 3B and S2a",4
"Figures 4, 5, and 6, Table S1",4
"Table S6 and Figures S5 and S7",4
"Suppl Figure 2",4
"Figure 1, Table S3",4
"Fig 4",4
"Figure 2, Supplementary Figure 5",4
"Figure 4 and supplementary figures S1 and S2",4
"Figure 1, Supplementary Figure 2, and Supplementary Tables 2 and 3",4
"Text in p.3822",4
"Figures 2, 3, 4, 5, 6",4
"Tables 4, 5",4
"Figure 4 and 7",4
"Figure 3A-B",4
"Figure 1, Table II and III",4
"Figure 1 and S3",4
"Figures 3, S4, S5",4
"Figures S5, S7",4
"Table 1 and Figure 4 and Supplementary Figure 1",4
"Figures 3, 4, 5, and 8",4
"Figure 3e",4
"Figures 2, 5, 6 and 7, Table 2",4
"Figures 1C and 2B",4
"Table I, figures 2 and 3",4
"Figures 1, 2, 4, and 6",4
"Figures 2 and 3 and Supplementary Figure S2",4
"Figure 6, Supplementary Figure S8",4
"Figures 1A, 2 and 3",4
"Figures 1, 2, E1 and Tables 1, E1",4
"Figure S2 and Tables S1, S4",4
"Figures 1, 2, 8, and 9",4
"Figure 5 and Supplementary Data Figure S1",4
"Figures 4E, 5A, and 5B",4
"Figures 2, 3, and 5, tables 6 and 7",4
"Figures 4, 6, and 8",4
"Figure 5B,C",4
"Tables 5 and 7, Additional File 2",4
"Results, Supplementary Figure S2",4
"Extended Data Figures 2, 3, and 5",4
"Results page 212",4
"Figures 2 to 4, Table 1, Suppl data S2, Fig S1 and Tables S2 to S5",4
"Results section, page 475, Figures 1-3.",4
"Figures 2, 4, S1, and S2",4
"Figures 2, 3, 4, and S4",4
"Figures 2, 3, 4 and Table 1",4
"Extended Data Figures 7, 8 and Supplementary Table 8 and 10",4
"Table 3, Figure S1",4
"Text p.94",4
"Figure 4 and Figures S1 and S4",4
"Table 1, Figures 1-4",4
"Figures 1, 2, 3, Supplementary Figures 1, 2, 3 and Table 2",4
"Page 4310",4
"Figures 4, 6 and 7",4
"Figures 2, 3A,C and Supplementary Table 1",4
"Figure 1B, 1C",4
"Table 2 and text p 1727",4
"Figures 1, 3, 5, 6, 7 and Table 3",4
"Figure 6 and Extended Data Figure 9",4
"Figures 1, 5 and 6, Table 1",4
"Figure 3, Table 6",4
"Figures 3A and 4A",4
"Figures 2C, 5A and 6",4
"Figures 8A,C,D,E,F and 9E,F",4
"Figures 1 and 2B",4
"Tables 2, 3, 4 and 5 and Figure 1",4
"Figures S2 and S3 and Table 2",4
"Figures 1 and 2, Tables II and III",4
"Figures 4-6",4
"Figures 1b and 2",4
"Figure 1, Table 1, Table 2",4
"Figure 1, Extended Data Figure 1",4
"Figures 2, S3, S5",4
"Figures 6B and 7B",4
"Figures 2 and 4 and Supplementary Figure 3",4
"Figure 4 and Supplementary Figure 8",4
"Figure 7 and Supplementary Figure S6",4
"Figures 1, 6, and S2",4
"Table SI",4
"Figures 1, 6 and Supplementary Figure 1 and 9",4
"Tables 2, 3, 4, 5, 6 and S2, Figure 3",4
"Figures 1, 2, 3, 4 and Table 2",4
"Figures 2, 3, 5, and 6 and Table 2",4
"Figure 3 (DR1101)",4
"Page 225",4
"Table 4, Supplementary Table 3, Figure 2",4
"Figures 4, S5 and Table S1",4
"Tables 1, 2 and Figure 1",4
"Tables 2 and 3, Figure 1",4
"Table 2,  figures 2 and 3",4
"Figure 1A and C",4
"Text p 123",4
"Tables 3, 5 and Figure 2",4
"Tables 3, 5, Figure 1, S1",4
"Figures 1, 3, 4, S1, S2, S3, S4, S5",4
"Figures 3, 4, and Table 1",4
"Text p. 1805",4
"Supplemental Figure 19",4
"Table SI and Figures 3 and 11",4
"Figure 4a and 4b",4
"Supporting Information Figure 3",4
"Table III, Figure 6",4
"Figures 1, 5, S1 and S2",4
"Figures 2 and 6 and Table 2",4
"Tables  II and III, Figure 2",4
"Figures 2, 3, 8",4
"Table 3 and figure 6",4
"Tables VI and VII",4
"Fig 3-5, Fig 2",4
"Figure 6 and and Supplementary Material Figure S1",4
"Tables I and VI",4
"Figure 2D,E",4
"Figure 5 and article text",4
"Figure 2E and 2F",4
"Figures 1, 2, 3, 6, S1, S2",4
"Figure 1B,C",4
"Figure 1 A, B",4
"Figure 4 and Supplementary Figure 4 and Table S4",4
"Figures 2, 4, and 7",4
"Figure 7, Supplementary Figure 3",4
"Table 2, Figure 2A",4
Table3,4
"Figure 2-4",4
"Fig. 6c",4
"Figure S10F",4
"Figures 3 and 5 and Table 1",4
"Text p.4",4
"Figure 6 and Supplemental Information Figure S6",4
"Figure 1 and Tables 1, 2, 3, and 5",4
"Figures 1c, 2c",4
"Figures 6d and S1",4
"Figures 1A and 1C",4
"Figures 2, 3, 5, 6",4
"Figure 4, Supplementary Figures 7, 8, 9, 10",4
"Figure 2, S6",4
"Figures 1A and 7, Table 2",4
"Table V and figure 2",4
"Figures 3, 4 and S4",4
"Figure 2 C",4
"Figures 1, 2 and table 3",4
"Supporting Figure 1",4
"Figure 4 A, 4 B and 6 B",4
"Figures 1, 2 and Supplementary Figure 1",4
"Figures 1,2",4
"Figures 1, 3, 4, 5, and 8",4
"Figures 2 and 4 and Supplementary Figure 1",4
"Figures 1, 2, 3, and S1",4
"Figures 3, 5, S1, S3",4
"Extended Data Table 4",4
"Supplementary Table 1, Figure 1",4
"Figures 2, 3, 6, and 7",4
"Figures 2b and 3b",4
"Figures 3, 5, Table 1 and Supplementary figure S1",4
"Figure 4, Figure S2",4
"Figures 2, 3, and EV4",4
"Results, page 3833",4
"Text; Page 2898",4
"Figure 1, Supplementary Table 4",4
"Figures 1, 2, 3, S3, Table S3",4
"Figure 1 and Supllementary Figure S1",4
"Figures 1, 2, Tables I and II",4
"Figures 2 and 3A",4
"Figures 1c, 1e, 3d, 5b",4
"Table E2",4
"Figure 4, Supplemental Table S3",4
"Figure 6 and Table S1",4
"Tables 4 and 5, Figures 2 and 3",4
"Figures 1, 3, 4 and Table 2",4
"Figures 1, 2, 3, 5 and 6",4
"Figure 3, Supplementary Figures 3 and 5",4
"Figures 4 and 6, Table 1, Suppl. figure 1",4
"Figures 2 and 3, table 1",4
"Figures 3 and Table S1",4
"Table 1 and Figures 1 and 2",4
"Table 2, Figures 1, 2, and 3",4
"Fugure 2",4
"Results (page 2433)",4
"Figure 3, Table 1, and Supplementary Table S3",4
"Figure 3, 4, S4",4
"Figures 1, S1, Table I",4
"Figure 3 B, Figure 4 A",4
"Figure 4 and Supplementary Figure S7, Supplementary Figure S3",4
"Figure 4 and Supporting Information Figure S3",4
"Figures 1, 2, 3, 5, 6 and Table III",4
"Supplementary Figures 10, 12 and 14",4
"Figure 7I",4
"Figures 3, 4, and 5, and Supplemental Figures 6, 7, and 9",4
"Figure 4H",4
"Figure S3 and S7",4
"Supplemental Table 4, Table 2",4
"Figure 4 A, S4",4
"Figures 3B, S-12 and Table S-5",4
"Text p10",4
"Figure 4, Supplemental Tables S2, S4, Supplemental Figure S7",4
"Figure 1, Supplementary figure 1",4
"Text p 300",4
"Figures 1, 2, 3, 4 and Table 1",4
"Figures 1, 2, 8",4
"Figures 1 and 4, Table 1",4
"FIgure 2",4
"Figures 3, 5, Suppl Figure 1",4
"Figure 8 and Supplementary Figure 1",4
"Supplementary Tables 5, 8 and 9, Supplementary Figures 11 and 16",4
"Table 3 and Table 2",4
"Table 1, Figures 1, 2",4
"Figure 1B, Table 3",4
"Supplementary Figure 16",4
"Fig 4, Extended Data 10",4
"Figure 6 and Supplemental Figure 6",4
"Supplementary tables 2, 3, 5, figures 1, 2, 4, supplementary figure 4",4
"text page 560",4
"Figure 2 and Table 5",4
"Figures 2, 3, Supplementary Figure 2",4
"Figures 2A and 7",4
"Figure 3 and Table 1, Supplemental Table S1",4
"Figures 3 and 7, Figure 6",4
"Figures 6c and S1",4
"Table 1, Figure 2, 6",4
"Figures 4, 5, 6 and 7",4
"Figure 2 and Extended Data Figure 2",4
"Figures 2, 3, 4, and 6.",4
"Figures 1, S1, S2, and Table S1, S2",4
"Figures 5, S4",4
"Figures 2, 3, 5 and 7",4
"Figure 5.B.",4
"Figures 4B, 5",4
"Figure 6H",4
"Figures 3C&D, S4, and S5",4
"Figures 1, 2, 4, 6",4
"Figures 6D and 7, Table 2",4
"Figure 5 C",4
"Figure 1f",4
"Figure S3 and Tables S1, S8",4
"Figure 2, 5",4
"Figure 7 and S6",4
"Figures 2, 3, and 5 and Table 1",4
"Figures 2B and 3B",4
"Figures 3, S3, Table S11",4
"Extended Data Figure 8c",4
"Table 3 and Supplementary Figure 1",4
"Figure 1, Figure S2",4
"Figure 2 and Supplemental figure 2",4
"Page 566, Figure 1",4
"Table SV and Figures 8, 9, and 10",4
"Fiugre 2",4
"Table 1, Figures 1, 2, 5",4
"Figures 2 and 3, tables 1 and 2",4
"Figures 6B and 9B",4
"Supplementary Tables 2, 3",4
"Table 1 and Figure 2 and Figure S1",4
"Figure 5, Supplementary data 4",4
"Tables II and S1",4
"Table 3 and Figure 1-2",4
"Figure 2, 8",4
"Figure 2 and Supporting Information S5 Figure",4
"Text p. 246",4
"Figures 7, 8 and 10",4
"Tables 1, 2, Figures 1, 2, 5, 6, 7 and 8",4
"Figures 1, 2, 6, and Supplementary Figure 4",4
"Figures 2, 3, and S3",4
"Figure S10D",4
"Figure 3.B, Figure 3.C",4
"Figures 2, 7, and S3",4
"Figure 1-5",4
"Figures 3, 5, 7",4
"Figures 1, S2 and Table 1",4
"Table 5 and Figure S7",4
"Figures 1, 2, 3, 5 and Table 4",4
"Figures 8B,C and 9B",4
"Figures 4, 5, S4",4
"Figures 2, 5 and Table 2",4
"Figure 5A, 8",4
"Figures 3 and 4, Tables 2 and 3",4
"Data set S1 and S11 and Figures 1 and 2",4
"Figure 7 and Table 1",4
"Figures 2, 3, 4, 5, and 6, table 1",4
"Figure 5, Table S7, Data Set S2",4
"Figures 2, 3, 4, Supplementary Figure 2",4
"Figures 1, 3, 7 and Table 1",4
"Figures 1, 2, 3, and 4, Tables II and III",4
"Figures  2 and 3",4
"Table 4 and figure 3",4
"Tables I, II, IV and Figure 1",4
"Tables 2, S3, S4, Figures 1, 2, 3, S1",4
"Supplementary Figure S4D",4
"Figure 3, Table III",4
"Tables 3, S3, Figure S2A",4
"Figures 1 and 2 and Supplemental Figure 2",4
"Supplementary Tables 5 and 6, Supplementary Figures 11 and 13",4
"Tables 1 and  2",4
"Figures 4 and 6 and Table V",4
"Table 1 and Figure 1C",4
"Figures 3, 5, 6 and 7",4
"Figures 1, 2, S1, Table S3",4
"Figures 1, 2, 3, 4, 5 and Table 1",4
"Figure 4B, 4C",4
"Figures 1, 2, 3, 4, table 1",4
"Supplementary Table II, Table II, Figure 4",4
"Figures 1, 2, 3, 4, and Table 1",4
"Figures 1, 2, 3, 4, 5, 6, 7, 8 and Table I",4
"Figures 2, 3, 4, and 5 and Table 2",4
"Figure 1 and Table IV",4
"Figures 1B, 2A, online resource 1",4
"Figure 3,4 and Table 5",4
"Figure 3C-D",4
"Figures 4, 6, S2, S3 and S4, Table 4",4
"Figures 2, S1, S2, and S3",4
"Figures 4 and 5 and Table 3, and ESM Table 5, and ESM Figure 2",4
"Table S1 and Figures 1, 4",4
"Figures 4, 5, 6, 7 and Table 1",4
"Figure 3, Supplementary Figure 5",4
"Figures 4, S10D",4
"Figure 1 and S6",4
"FIgure 5, Table 1, Supplementary Figs. 34-38 and Supplementary Table 5",4
"Results (pg. 1738)",4
"Figure 1C, Figure 1B",4
"Supplemental Figure 20",4
"Figure 4, table 7",4
"Results page 5800",4
"Results, page 92",4
"Figures 3, 4 and Supplementary Figure 2",4
"Figures 4, 6, S6",4
"Table 1, Figures 4, 5, S8",4
"Table 1, Figures 1, 2, and 3",4
"Figure 5 and table 1",4
"Tables I, II, and III, Figure 2",4
"Figure 2, suppl Figure 4",4
"Figure 6, Table 4",4
"Figure 3, Table I",4
"Figure S5 and S10",4
"Figure 1 and Figure 1-figure supplement 1",4
"Figures 1, 4, 5 and 6",4
"Fig 3A",4
"Figures 1-6",4
"Figure 3 and Supplementary Figure 8",4
"Table 2 and Figures 3 and 4",4
"Extended Data Figure 8 and Supplementary Table 8 and 10",4
"Figure 3, Figure 4, and Table 2",4
"Table S1 and Figure S2",4
"Figure 3, Supporting Information Figure 4 and Text page 1072",4
"Supplemental Figure 1C",4
"Figure 1 and Supplementary Figures 4 and 5",4
"Figures 2, 3, 4, Table 3, Supplementary Figure 3",4
"Figures 4 and 8 and Supporting Information Figure S3",4
"Table 1, Suppl figure 5",4
"Figure 2 and Supplemental Tables S5 and S6",4
"Figures 3, S2, S3 and S4",4
"Figure 1, Supplementary Figure 1 and 2",4
"Figures 1, 4, S2",4
"Figures 1, 2, 4, 5, 6 and 7",4
"Figures 1, 3, and 8",4
"Figures 3, 5 and 6, Table 1",4
"Figure S2 and Table 1",3
"Figures 2 and 7 and Supplemental Figure 3",3
"Text p 111",3
"Figures 2, 5 and S3",3
"Figure 1B-D",3
"Figures 4 and 5 and Supplemental Figure 1",3
"Table 1, Figures 1, 6 and 7",3
"Figures 4B and 5E",3
"Table II, Figure 4",3
"Figure 5, Supplementary Figure 4, Supplementary Table S6",3
"Figures 1, S1, S2 and Table S1",3
"Figure 2 and text p. 3688",3
"Figures 3A, 3B and 5",3
"FIGURE 2B,C",3
"Figure 2 and  Supplementary Figure S1,S2",3
"Figure 1, 2, S2",3
"Figure S7C",3
"Figures 2B and 5",3
"Figures 3, 4 and Supplementary Figure 2.",3
"Fig. 6 B",3
"Figure 1 and Supporting Information Table S4",3
"Figure 6 and S12",3
"Text p. 817",3
"Table III and Figures 5-6",3
"Figure 1B and 1C",3
"Tables 2, 3, 4, 5, 6 and S2",3
"Figure 7A-E",3
"Figures 2, 4, 6, and 7",3
"Text p 2509",3
"Figures 2F, 3, 5, S5 and S6, Data File S1",3
"Tables 2, 3, and Figures 2, 3A",3
"Figure 2 and S5",3
"Figure 1A, B, Figure 1C",3
"Figure 1 and Table 1, Supplementary Figure 4",3
"Figures 3, S3 and S4",3
"Figures 5, S4, S9, S12 and Table S1",3
"Table I, Table IV, Figure 4",3
"Figures 3A, C and S1",3
"Figures 1, 2, 3, 6, A3",3
"Figures 1, 2, 4, and S7",3
"Text p.302",3
"Figure 5, Figure 7",3
"Figure S1A",3
"Figures 4, 5 and S3",3
"Figure 4, Text page 956",3
"Table V, Table 1",3
"Figure 2, 3 and Table 1",3
"Figure 6, Figures 1 and 6",3
"Figure 2, 	Supplemental Figure S7",3
"Figures 5, 6 and Table 3",3
"Figure 3 and Table1",3
"Figure 4B and 4C",3
"Table 1, Figure 5A",3
"Figures 1, 2, 7 and Supplementary Figure 8",3
"Figure 1, Supplementary Figure 5",3
"Figure 5 B",3
"Figure 2 and S3",3
"Figures 1, 3 and Supplementary Figure S2",3
"Figure 6A-D",3
"Figures 6 and 9 and Supporting Information Figure S5",3
"Tables 1 and 2, figures 2 and 3",3
"Figures 1, 3A and 4A",3
"Table 1 and Figures 3, 4",3
"Figure 3 and table 4",3
"Figure S2 and S4",3
"Figures 1, 2 and Table 3",3
"Figures 3, 4 and Supplementary Figure 9",3
"Figures 3 and 5.",3
"Figures 1, 2, and 5, Table 1",3
"Figure 6 and Table III",3
"Figure 2A and 2B",3
"Figures 5B",3
"Figure 1, Tables 1, 2",3
"Figure 5 and Supporting Information Figure S3",3
"Figures 1, 2, 6B and Table 2",3
"Figues 2, S1",3
"Figures 1, 3, 5 and Supplementary Table 3",3
"Tables 2 and 3, Figures 1 and 4.",3
"Figures 1, S2, S3",3
"Table 2 and Figures 2, 5",3
"Figures 5, 6, 7, 8, and 9",3
"Figure 3I",3
"Figures 3, 4, Table 2",3
"Figures 2, S1, and S3",3
"Figure 3, Data File S1",3
"Table 1, Figures 1A, 1B",3
"Table 1 and Table 2",3
"Figures 4A and 4C",3
"Figure 3 and E6",3
"Figures 2 and 4B",3
"Figures 1, 3, S1, and S6, and Tables 2 and 4",3
"Table 1, Figure S8",3
"Figures 1 and 3 and tables 1 and 2",3
"Tables 3, 4 and Figure 5",3
"Tables II and III, Figure 2",3
"TABLE 2",3
"Figures 1, 2, 3, 4, and 6",3
"Figure 1, Text p 179",3
"Figures 6, S7 and S8",3
"Figures 3, 5, 6, S2, S3, S6, and S7",3
"Table 3 and Figures 1, 2, and 3",3
"Text page 2061",3
"Tables 5, 7, 8 and Figure 1",3
"Figures 1, 2, 3, 4, 5, 6 and 7",3
"Supplementary Table 2, Figure 2",3
"Figures 4, 5, 7",3
"FIgures 1, 2, and 3",3
"Figure 1B,D",3
"Table IV and Figure 1",3
"Figures 1, 3, 7",3
"Figure 8 and  and Supplementary Information 3",3
"Figure 4 and S5",3
"Figure 1 and tables 2 and 3",3
"Figures 1 and S1 and Table 2",3
"Figure 3 and Supplementary Figure S2",3
"Figures 1, 4 and Supplementary Figure 2",3
"Table 1, Supplemental Figure 1",3
"Tables 2, 4, 9 and figure 2",3
"Table 2 and Figures 2 and 3",3
"Figure 3(A)",3
"Figures 4F, 6D, and 7C",3
"Figures 3, 5 and Table II",3
"Figures 4, 5, 6 and 9",3
"Figures 4, 6, 7, 8, and 9 and Table 3",3
"Figures 3, 4, 6 and 7",3
"Figure 2, Table I",3
"Figures 4, 5 and 7",3
"Figures 1, 2, 3, and S5 and Table 1",3
"Figures 2 and S5",3
"Text page 2616",3
"Figure 4, Supplementary Figures 2, 3",3
"Tables 1-2 and Figures 1-2",3
"Figures 1, 2, 4, 5, 6",3
"Figure 3 and Supplemental Figure 2",3
"Figure 4C and 5D",3
"Table SI and SIII and Figures 3, 4, and 6",3
"Tables 1, 2, 4 and 5",3
"Figures 2, S7",3
"Figure 3C, 4C and 5",3
"Figures 1, 2, S1, and S13",3
"Fugure 3",3
"Figure 5 and Supplemental Figure 13",3
"Figures 6, 7, 8",3
"Figure 2a, 3, 7 and Suppplementary Figure 5a",3
"Supplementary Figure S6D",3
"Figure 2C, 2D, 3B, 3F, Table 2",3
"Figures S3, S4",3
"Figures 1, 3, 5 and 6",3
"Figure 1C and Supplementary Figure 5",3
"Table 1 and text p. 3835",3
"Table 1, figures 4 and 5",3
"Supplementary Figure 1C",3
"Text p.480",3
"Figures 3, 4, 5, 7, and 8",3
"Table 5 and 7",3
"Figure 6 and Supplemantal Figure S3",3
"Figures 1 and S1 and Tables 2 and 5",3
"Text p. 819",3
"text p. 483, Figure 2",3
"Supplementary Table 1 and Figures S2, S11",3
"Figures 7, 8, and Table 1",3
"Tables I-II and Figure 2",3
"Text page 3436",3
"Table 1 and Figure 1-3",3
"Text on p.131",3
"Figure S3 and Table 2",3
"Figures 1c, 2, Tables I, III, S2",3
"Figures 1, A3",3
"Figure 2, S1, S2 and Table S1",3
"Figures 3 and 4 and Supplementary Figure 6",3
"Figure 2B and Table 5",3
"Figure 3, Page 934",3
"Figures 2, 3, S3, S6",3
"Figures 1 and S1 and Tables 1, 2, and 4",3
"Figures 2, 4 and S4",3
"Figures 2, 4 and 8",3
"Table SI and Figures 3 and 6",3
"Figures S1, S2",3
"Figure 4, Text p 6",3
"Figure 5A, S5",3
"Fig.1, Fig.2 a",3
"Figures 3, 4, 5, 6, and 7",3
"Figure 3 (DR1301)",3
"Figures 3, and S2",3
"Figures 2, 6, Table 1, Data S1",3
"Table 6 and figure 1",3
"Figures 4d and 6",3
"Figures 2, 3, 6, 7, and 8",3
"Figures 2, 3 and Table I",3
"Figures 2, 4, and Table S6",3
"Figures 11 and 12",3
"Figure 7, Supplementary  Figure1, and Supplementary Table 2",3
"Tables I, II, VI and figure 2",3
"Figure 2 and Extended Data Figures 2, 5, and 10",3
"Figure 3 B, 5 D",3
"Fig.2 b",3
"Table II, Figures 3 and 5",3
"Figures 2, 6, and S7",3
"Table 2 and Figure 5B",3
"Figures 3-5",3
"Figure 5 and Supplemental Figure 3",3
"Table S1F, G",3
"Figures 4 and S9",3
"Table 1 and Extended Data Figure 5",3
"Figures 2, 3, 4, table 1",3
"Figures 2G and 4D",3
"Figures 1A, 2, 4 and text p.1365",3
"Figures 2D and 3B",3
"Figures 1, 2, 6 and 7",3
"Figures 4, 6 and S2, Table 4.",3
"Figure 6 and Table S4",3
"Tables 2 and S3",3
"Figure 2 D, Table 1",3
"Table 1, and Figure 5",3
"Figure 1C, Table 2",3
"Figures 2, 3, 4, Extended Data Figures 3, 4, 7",3
"Figure 4 (text page 1517)",3
"Text p 485",3
"Figure 4, 5, Supplementary Figure 5",3
"Table 1 and Figures 2 and S9",3
"Figures 2, S1 and S10",3
"Figure 2, Tables III, IV, V, and VI",3
"Supplementary Table 1 and Figure S1",3
"Figures 1A and 4A",3
"Figure 5C,D",3
"Fig.1, 2, 3, 4",3
"Figures 1A, 2A, 4",3
"Figures 1B, 2B, 3B, 4A and 5",3
"Fig 6",3
"Figures 4, 5, Supplementary Figures 2, 3",3
"Figures 1 and 3a",3
"Tables 1& 2, Figure 1",3
"Table 2, Figures 3, 4",3
"Tables 4 and 5, Figure 4",3
"Table 1, Figures 3, 4",3
"Table I, Fig 2",3
"Figures 1, 2, 3, 4, 5, Supplementary Figure 1",3
"Table VI and Figure 2",3
"Figures S4 and S6",3
"Figures 1, 2, 3, and Table 2",3
"Figure 1 and Table E3",3
"Figures 2, 3, 4, 5, 6, Table 2",3
"Figure 2, Supplementary Table S1, Figure S4",3
"FIgure 2a",3
"Figures S4C and S6",3
"Figures 1, 3, 4, 5 and 6",3
"Figures 1, 3, 4, 6",3
"Figure 3 B",3
"Figure 1,Table1",3
"Figure 4b and Table 1",3
"Table 1, Figures 2,  S1, Table S1",3
"Figures 2, 3, and 4, Tables II and III",3
"Tables 1, 2, 3, 4",3
"Figures 4, 6 and Table 3",3
"Figure 1A, Table 2",3
"Figures 2 to 7",3
"Figures 3, S2, Table S14",3
"Figure 3, Figure 3",3
"Table 1, Figure S9",3
"Figure 1A, 1B",3
"Figures 5 and S6",3
"Figure 3(C)",3
"Table 1 and Figures 2 and S13",3
"Figure 2F and Table S4",3
"Text p. R525, Figure 6",3
"Table 1 and Figure 2 and 3",3
"Figures 1, 2, 3, 4, and S1",3
"Figures 4, S10F",3
"Table 2, Figures S3, S4, S5 and Table S1",3
"Figures 1, 8, and 9, Table I",3
"Table 3 and Supplemental Figure 1",3
"Figure 3B, E, F",3
"Figures 4 and 5A",3
"Figures 1 and 2 and Supplementary Table 2",3
"Text p 105",3
"Table 1, figures 1 and 3",3
"Figures 1 and 3, table 1",3
"Figure 3 and Extended Data Figure 7",3
"Table 1 and Figure 6 and Supplementary Data Sheet 1",3
"Figures 3 and Supporting information S6",3
"Figure 2, Tables 1 and 2",3
"Table 2, Supplementary data S6, S7",3
"Tables 2, 3, and ESM Table 5, and ESM Figure 2 and Figures 3, 4, and 5",3
"Figure 1, Supplementary Figure 3 and Supplementary Table 5 and 6",3
