as_location,occurrences
"Text page 307",1
"Tables 3, 6, 7 and 8, Figures 2, 4 and 6, PDB 2B1H",1
"Supplementary Table 1-1 and PDB 4XP1",1
"Figures 2, 3, Supplementary Figure 4 and Supplementary Tables 3, 4 and 5",1
"Figures 2 , 4, 5, S3, Table S1 and PDB 6Q0B",1
"Figure 2, Text page 355",1
"Figure 4, Table S2 and PDB 7F1G",1
"Figure 4, Table 1 and PDB 5XCV",1
"Table 3, Figure 4 and PDB 2JB6",1
"Text page 446",1
"Text p. 5188",1
"Figure 5, Table 1, Supplemental Table 3 and PDB 5GMQ",1
"Figures 1, 2, 3, 4, 5, 7, Tables 1, 2, 3",1
"Tables 1, 3, 4, 5 and figure 1",1
"Table 2, Figures 2, 5 and 6",1
"Table 4 and Results page 377",1
"Figures 2, 3, 8, and 11",1
"Figure 4, Table1 and PDB 5USF",1
"Figures 2A",1
"Figure 4 and Supplementary Table S6",1
"Figures 1, 2, 3, 4, S1, S2, S4, S5, Tables 1, 2 and PDB 3NH7",1
"Figures 2, 3, 5, Tables I, IV and PDB 5KN5",1
"Text p. 3",1
"Figure 7, Tables 3, 4, 5, 6 and PDB 5KJR",1
"Table S4, Figure S5, and PDB 7RDA",1
"Figure 4, Tables S1 and S2, and PB 8P6I",1
"Figures 5, 6, 7, S6, S7 and Table S4",1
"Figure 2, Supplemental Table 3 and PDB 7REW",1
"Table 1, Figures 2, 3, 4 and PDB 1Y0L",1
"Figure 2, Figure 2 supplements 5-10, Supplementary file 2-3 and PDB 6B70",1
"Figure 2, Supplementary Figure 3, Table S1, and PDB 8BGG",1
"Tables 2, 3, and 4 and text page 12",1
"Tables 1, 2, Figures 2, 3 and PDB 4UIL",1
"Figures 1, 5, 6, S2, S3, S5, S6, Table S1 and PDB 6OYA",1
"Tables 1, S1, Figures 1, S1 and PDB 4FFZ",1
"Figures 4, 5 and Supplementary Figure 4 and 6",1
"Table I, Figure 1 Table V, VII",1
"Figure 7 and Supplementary Figure 8",1
"Figures 1, 2, 3, Supplementary Figure S1, S2, S3, Tables 1, 2 and  PDB 7Q4Q",1
"Figures 5, 6. Table 2",1
"Figures 2, 3, 4, 5, 6, S5, S6, S7 and S8",1
"Figure 1, Supplementary Table 1, Supplementary Figure 2 and PDB 3RIA",1
"Figures 5, 6, and supplemental figure 2",1
"Figure  2 and Text p. 2293",1
"Figures S2, S3, Table S1, and PDB 7LM8",1
"Figures 3, 4 and Extended Data Figures 8 and 9",1
"Table 1, Figure 4, Supplementary Figure 4, and PDB 4OQT",1
"Figures 1B and 4",1
"Text page 120 (data not shown)",1
"Figure 6, Supplementary Figure 3, Supplementary Tables 3, 4 and PDB 6R2S",1
"Figures 1, 6, S6, Tables S2, S6g and PDB 4RWY",1
"Text p. 5799",1
"Figure 4 and Extended Data Figures 4 and 8",1
"Figure 2 and Supplementary Figure 8 Figures 3, 4 and Supplementary Figures 6, 7",1
"Tables 2, 3 and Figures 1, 2",1
"Figures 2A, 2B and 3A",1
"Figures 1, 2, 3, 5  and Supplemental Figure 5",1
"Figure 1, Supplementary Figures 2, 3, Supplementary Table 2 and PDB 7F7E",1
"Figures 1C and 2E,F",1
"Figure 5, Supplementary Figures 11, 12, Supplementary Tables 1, 3 and PDB 7DCC",1
"Figures 1, S1, S2 and text p. 35",1
"Figures 3, 4 and Supplementary Figure 33",1
"Figure 2, Text p e4566",1
"Figure 1, Supplementary Table 1, Supplementary Figure 2 and PDB 7L1U",1
"Figure 2; Tables 1 and 2",1
"Figures 1, 2, 3, 4, Supplementary Figures 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",1
"Tables 2, 3, Figures 3, 4, 5",1
"Figure 4, 5, 7, 8, Table III",1
"Figure 6D, S3",1
"Figures 3, 4, 5, 6 and 8. Figures 5 and 6",1
"Figures 2, Table S1 and PDB 6CNV (v1.0)",1
"Tables I, II, III, IV",1
"Figures 1, 2, Tables S1, S2, S3, S4 and PDB 4G6A",1
"Figure 3, Supplementary Figures 5, 6, 7, 8, Table S1, S2 and PDB 7CWM",1
"Figure 2, Supplemental Figures 6, 7, Supplemental Table 1 and PDB 8DLW",1
Results/Text,1
"Figure 2, Supplemental Table and PDB 6P8N",1
"Figures 1, 2, 3, S1, S2, S4, S7, Table S1 and PDB 6CMG",1
"Figure 5, S16 and PDB 7WUH",1
"Table S1, Figure S11 and PDB 6I6J",1
"Figures 6, 7, Supplementary Figure 168",1
"Figure 1, Supplementary Figure S1, Tables S1, S2 and PDB 5MY6",1
"Figures 6, 7, S2 and Table S2",1
"Figure 2, Supplementary Figures 4, 5, Table 2, Supplementary Table 3 and PDB 8DFI",1
"Figures 2, 3, 4, Supplementary Figures 3, 4, Supplementary Tables 3, 5 and PDB 5OCK",1
"Figure 1, Extended Data Figures 1, 2, 3, Extended Data Table 1 and PDB 6CNK",1
"Figures S4, S5, Table S2 and PDB 6N4R",1
"Figure 5, Supplementary Figures 4, 5, 6, Supplementary Table 1 and PDB 8V5A",1
"Table 1 and Figures 1, 2, and 5",1
"Text p 279",1
"Figures 1, 2, S1, Table S2 and PDB 7AR0",1
"Figures 1, S1, S4, and S6 and Data S2",1
"Figures 3, 4, 5, S2, S3, Tables S1, S2 and PDB 7X38",1
"Extended Data Figure 2, Extended Data Table 1 and PDB 5I6Z",1
"Figures 1 and S1, Table S1, and PDB 8G76",1
"Table 1, Figure 3 and PDB 6FY0",1
"Figures 5, S2, Table S1 and PDB 8EQF",1
"Figure 4, S11, S12 and S14",1
"Figures 3, 5, S4, Tables S2, S5 and PDB 7X1M",1
"Figures 2, 3, 4, Supplemental Tables 1, 2, Supplemental Figure 1 and PDB 2Z93",1
"Figure 2 and Supplementary Figures 6, 13",1
"Table 1,  Figures 1 and 2",1
"Tables I, II,",1
"Tables 3 and 4 and Figures 1, 2 and 3.",1
"Figures 1, 2, Supplementary Table 1 and PDB 4HJJ",1
"Figures 3, 4, 6, S5, S6, Table S3 and PDB 8ZC1",1
"Supplementary Table 3 and PDB 4KKA",1
"Table S4 and PDB 6ADB",1
"Table 1 and PDB 5VKH",1
"Table III and figure 2",1
"Figures 2, 3, 4, 5, S2, S3, S4, Tables S3, S4 and PDB 7KFE",1
"Figure 5, Tables S5, S6 and PDB 5VIG",1
"Figures 1, 2, 5, S1, S2",1
"Figures 1B and 3B",1
"Table I, Supplementary Table S1, Figures 3, 4, 5, 6, 7, S1 and PDB 4Z9K",1
"Figures 2, 5, Supplementary Table S1,  Supplementary Figure S4 and PDB 4DKA",1
"Table 4, Figures 1, 3 and 5",1
"Figure 2, Table 1 and PDB 4LVO",1
"Tables 1 and S1 and Figures 1, 2, S2, S4, and S5",1
"Figures 3, S3, Table S1 and PDB 4MXW",1
"Figures 1, 2 and PDB 1IKF",1
"Figure 5, Table S2 and PDB 6SNC",1
"Figure S2A",1
"Table 1 and PDB 6W0C",1
"Table S4, S5, S6",1
"Tables I, II, Figure 2",1
"Tables 3, 5",1
"Figures 2, 3, 4, Tables 2, 3 and PDB 4G6M",1
"Figures 2, 4, S7, S8, Table 1 and PDB 7E3B",1
"Figure 2A,B, 10 and 11",1
"Text page 966",1
"Figure 2, Extended Data Figures 3, 4, Supplementary Table 2 and PDB 7YDY",1
"Tables 2, 3, 4 and Figures 4, 5, 6, 7, 8, 9, 10 and PDB 1 JRH",1
"Figure 2, Supplementary Tables 1, 2, and PDB 6NIP",1
"Tables 1, 2, 3, Figure 7 and PDB 4NC2",1
"Figures 2, 4, Tables S1, S2, S3, S4 and PDB 1T6V",1
"Figure 1, Supplementary Figures 1, 2, Supplementary Table 1 and PDB 5IVN",1
"Tables 1, 2, 3 and figure 4",1
"Figure 2, Supplementary Figure 4, Supplementary Table 4 and PDB 5TKK",1
"Figures 1, 2, 3, S1, Tables 2, S1A, S1B and PDB 3UZV",1
"Figure 1B, 3, 4, 5, 6, and Supplementary Figure 2, Table 1",1
"Figures 1, 2, 4, Table 1, Supplementary Information Figures 1, 2, 4 and PDB 4CKD",1
"Figures 1, 2, 4, 5 and 7, Table I",1
"Figures 1, 3, 4, 5, and 6 and Supplementary Figures S3 and S4",1
"Figures 1, 2, 3,Supplementary Tables 1, 2, Supplementary Figures 1, 2, 3 and PDB 3MNW",1
"Figures 3, 4, S3 and Supplementary Table 3",1
"Figure 2 and Extended Data Figure 1 and 10",1
"Table S3A and PDB 7ZF3",1
"Fig. 5",1
"Figures 3, 7, and 8",1
"Supplementary Table 2 and PDB 3KJ6",1
"Figures 1, 2, S1, Tables S1, S2 and PDB 4JZJ",1
"Figures 3, 4, 5, S3, S4, S5, Table S3 and PDB 6YLA",1
"Figures 3, S5, S6, S7, and PDB 8KHC",1
"Figures 3, 4, Table 3 and PDB 5KVL",1
"Figure 3, 4, S3, S5, Table S2 and  PDB 7YCL",1
"Figures 1, S1, S2 and  Table S1",1
"Figures 1, 4, Table 5 and PDB 2DQU",1
"Table I and PDB 2EXY",1
"FIG. 1 B, FIG. 3 B",1
"Figure 6, Table 1 and PDB 5FGB",1
"Figures 2, 5, 6, Supplementary Figures S1, S2and S6",1
"Figures 3, 4, 5, S9, S10, S11, Table S2, and PDB 3ZTJ",1
"Figures 4, 6, Supplementary Table 4 and PDB 6W00",1
"Figures 1, 3, 4, 5, 6, 7, S1, S2, S3, S4, Tables 6, S1 and PDB 8B7W",1
"Figures 1, 2, 3, 4, S1, S2, S3, S4, S5, and Tables 3, S1",1
"Figures 7, S3, S4, Table S3 and PDB 7UHZ",1
"Figure 1, 4, S6 and PDB 6NIJ",1
"Figures 3, 4, 6, Table 1",1
"Figure 3B, D",1
"Table S1 and PDB 2NLJ",1
"Figures 1, 2, 3, 4, S2, and S5, and Table S1",1
"Figure 1E, F, G, J, K, S1, S2, 3A",1
"Figures 1, 2, 3, 4, Supplementary Figure 3 and Supplementary Tables 2 and 3",1
"Figures 2, 5, S3 and S6",1
"Figure 7F,H",1
"Figure 7 and Tables 4 and 5",1
"Figures 1, 2, Supplementary Figure S3, Table 1 and 4YR6",1
"Tables 2, S1, Figures 6, S3, S4, S5 and PDB 4KRP",1
"Table 1, Supplementary Figure 2 and PDB 5X2O",1
"Figures 1, 2, S1, Table S2 and PDB 7AQX",1
"Figure 1C, S2",1
"Table 1, Figure 4 and PDB 1ZWI",1
"Table 1, Figures 2, 3, 4, 5 and PDB 6K4Z",1
"Figures 6, S9, and S11, Table S7, and PDB 8VVK",1
"Figure 3, Table II and PDB 1MCQ",1
"Tables 2, 3 and Figure 3",1
"Tables S1, S4, Figures 2, S6, S7 and PDB 4KML",1
"Figure 5, Table 2 and PDB 3K3Q",1
"Figure 6, Supplementary Figure 4",1
"Tables 1, 3 and text p. 2901",1
"Table 2 and Figure 4, 7",1
"Figure 2- Supplement 2",1
"Text p. 2775",1
"Figures 1, 4, Extended Data Figures 3, 4, Extended Data Tables 1, 2 and PDB 7FCI",1
"Table 1, Figure 3, Supplementary Figure 1 and PDB 4NHC",1
"Figures 6, S9, S10 and Table S1",1
"Table S2, Figure S1 and PDB 5F9D",1
"Figures 3, S8, S9, Table S4 and PDB 5ADO",1
"Figure 5, Extended Data Figure 9, Table S4 and PDB 7WR8",1
"Figure 6 and Supplementary Figures 17, 18",1
"Figures 4, 5, Table S4 and PDB 6W09",1
"Figure 5, Supplementary Figure 1, Table 1 and PDB 3GB7",1
"Figures 1, 6 and Supplementary Figure 8",1
"Figures 5, S2 and S8",1
"Figure 2 Figure 7",1
"Figures 1, 3, Supplementary Figure 2 , Table 1 and Supplementary Table 5",1
"Figure 4g",1
"Figures 5, 7,  and S7",1
"Tables I, IV, and Figure 3",1
"Figure 2, Figure 2 Figure supplement 1, Supplementary file 1 and PDB 5UOE",1
"Figures 2, 3, 4, 5, 6, and S3, Table 1",1
"Table 1, Figures 1, 2, 3 and PDB 4HGW",1
"Figures 2, 4, S2, and S4",1
"Table 1, Figures 3 and 4, PDB 1KFA",1
"Figure 2, Table 1, Supplementary Table 1 and PDB 8TQ7",1
"Figures 2, 3, Supplementary Tables 2, 3 and PDB 4Z0X",1
"Figure 1 and Supplementary Figure 1 and Table 1",1
"Tables 2, 3, 4, Figures 3, 4, 5 and PDB 1E4X",1
"Figures 2, 4, S6 and Table S2",1
"Figures 2, 5, 6 and Table 1",1
"Table 1, Figure 2 and PDB 6D9W",1
"Figures 1 and 2 and Supplemental Table S2",1
"Table 1, Figures 1, 2, 3, S1 and PDB 2X7L",1
"Figure 4, Extended Data Tables 3, 4 and PDB 6BPA",1
"Figure 3, Supplementary Tables 5, 6 and PDB 6O2C",1
"Figures 3, 4, 5, 6, Tables 2, 3, S4 and PDB 3IFL",1
"Figures 1, S1, S2, S3, S7, Table S1 and PDB 7EAJ",1
"Results page 389",1
"Figure 1, 2, Table",1
"Figure 5, Table 1 and PDB 8I5H",1
"Figures 1B, 2A,B,C, Table 2",1
"Figures S2, S7",1
"Table 1 and page 72 Figures 1 and 2",1
"Figure 3, Extended Data Figures 5, 6, 7, 13, Extended Data Table 1, 2 and PDB 7WEE",1
"Figures 9",1
"Figures 3, 4, 5, 7, 8 and Table 2",1
"Figures 3, 4, Table S1 and PDB 4XRC",1
"Figures 1, 2, 4, 5, Table 1 and PDB 1OSP",1
"Figures 1, 2, 3, Tables 1, 2",1
"Supplementary Figures 5, 7 and Supplementary Data 1",1
"Table IV, Figures 1 and 4",1
"Figures 1, 2, S3, S4 and Table S2",1
"Figure 1, 2 and Table 2",1
"Figures 2, 3, 4, 7, and Table 1",1
"Figures 3, 4, 5, 7 and Supplementary Figure 8",1
"Table 3, Figure 3B,C",1
"Figure 3-supplement 3, Figure 4, Figure 4-supplement 2, Table 1, Supplementary file 2 and PDB 7RM3",1
"Supplementary Figure 10, Table 1 and PDB 7CAN",1
"Table S4 and PDB 4XNY",1
"Figures 7, 8, Supplementary Figures 8, 9, 10, 15, 16, Supplementary Table 2",1
"Figure 1, Supplementary Table 1 and PDB 8F60",1
"Tables 3, 7 and Figure 1",1
"Figure 1, Supplementary Figure 3, Supplementary Table 1, and PDB 8DCY",1
"Figure 3, Supplementary Figure 3 and Supplementary Table 4",1
"Figure 3A, 5 and S1",1
"Tables 1, 2, Figures 2, 3, 4 and PDB 1F4Y",1
"Figure 1, Supplementary Figures 2, 3, 4, Supplementary Table 1 and PDB 4Q9R",1
"Figure 2B,D,E",1
"Figure 2, Supporting Figure 7, Supporting Tables 2, 3,4, 5, 6 and PDB 1ZVH",1
"Figures 1, 3, Table 2, Supplemental Tables 1, 2, 3, 4, 5 and PDB 2DQE",1
"Figure 5, Tables 1, 2 and PDB 7KJI",1
"Figures 3-8",1
"Table 1 and Figures 2, 3, 4, 5, 6",1
"Figures 1, 2, 3 ,S5, S9 and S10",1
"Figures 2, 6 Tables I and III",1
"Figures 4C,D, 5 and Table 1",1
"Figure 2, 3, 4, 5, and 6",1
"Figures 4, and 5 and Tables 2 and 3",1
"Figures 1 and 3 and Supporting Figure S1",1
"Figures  1, S3, S8, and S19",1
"Figure 3 Tables 1 and 2",1
"Fig 8B",1
"Figures 1-3, Table 3",1
"Figures 3, 4, 5, and Data File S2",1
"Figures 5, S4 and Movie 1 and 2",1
"Figures 2, 3, S2, S4, Tables S1, S2 and PDB 6LXI",1
"Figures 1A,B,C, 2 and 3",1
"Figure S5 Table S6",1
"Figure 2 , Supplementary Figure 1 and Source Data",1
"Figure 3, S16, Table S5 and PDB 8ERR",1
"Text page 1119-1120",1
"Figures 3, s1, s3",1
"Figure 2 and Text Page 632",1
"Figures S12, S16, S17, Tables S3, S4 and PDB 7B17",1
"Figures 2, 4, 5, 7, S1 and S2",1
"Text page 3538",1
"Table I, III and Figures 3, 4, 5, 6, 7 and PDB 1VPO",1
"Text page 1373",1
"Figure 1, 7, S1, Table S1 and PDB 8UT3",1
"Tables 2, 3, Figures 3, 5 and 6",1
"Cited reference",1
"Figures 10, 13 and 14",1
"Table 1 and Figure S1, S3",1
"Figures 1, 2, S1, Table S1, and PDB 7UDS",1
"Figure 3 and Tables S4 and S5",1
"Text p. 630",1
"Figures 1, S3 and S16",1
"Figures 4, 5, Table 1 and Text p. 1568",1
"Figure 2, Tables 2, 3 and 4",1
"Table 1, Figures 1, 2, 3, Supplementary Table 1, Supplementary Figures 1, 3, 4, 5, 6, 7 and PDB 5BVP",1
"Figures 3, 4, S2 and S3",1
"Figure 5, Table I, Supplementary Tables S1, S2, S3, Supplementary Figure S1, S5 and PDB 5YD4",1
"Table 1 and Figures 1,  2, 3, 4 and 5",1
"Figures 5, 6, S11, Table 1 and PDB 7FCP",1
"Figure 1, Extended Data Table 1, Extended Data Figure 3 and PDB 6W4S",1
"Figure 2 and PDB 6JFI",1
"Figures 5, 6, Table 1 and PDB 6MLK (v1.0)",1
"Figure 2B, 4B, 4C, 5B, Table 2, S1",1
"Figures 1, 4, and 5, and Figure S1",1
"Figures 1, 2, Tables 1, 3, Supplementary Table 3 and PDB 2OTU",1
"Figures 6, S2, S4, S6, Table S3 and PDB 8G73",1
"Tables S1 amd S3A",1
"Figures 1,2 and 3 and table IV",1
"Figures S3 and Table S4",1
"Figures 1, 2, Tables 1, 2, S3 and PDB 3RVW",1
"Table 3, Table 4, Table 5, Tables 3, 4 and figure 3",1
"Table 2, Figure 3, Table 2",1
"Figures 1, 2, 3, S1, S2, and Table 1",1
"Figures 1, 4, and S6",1
"Table 2, Extended Data Figure 8 and PDB 6YBP",1
"Figure 2, Extended Data Figure 2, Extended Table 2 and PDB 5JQH",1
"Figure 4, Table 1 and PDB 5XCT",1
"Table 1, Figure 7, Supplementary Figure 7 and PDB 4U6G",1
"Figure 2, Supplementary Figure 4, 10, Supplementary Table 2 and PDB 7N9B",1
"Figures 2, S1, Table S1 and PDB 6FAX",1
"Figures 1, 2, Table 1 and PDB 5G5R",1
"Figures 6, 7, and S7 and Table S5 and PDB 7M6G",1
"Table 1, Figure 5 and text page 637",1
"Figure 4, Supplementary Figure 1, Table 1, Supplementary Note 2 and PDB 6JMR",1
"Tables 1 and 2 and Figures 6, 7, and 8",1
"Text page 292 and Table 3",1
"Table S4, Figure S5, and PDB 7RCS",1
"Figure 3, Supplementary Figure 6, Supplementary Tables 1, 2, and 3, and PDB 8H7Z",1
"Figure 4, Supplementary Table 7 and PDB 6O3G",1
"Figures 4, S1, S3, Supplementary Table 1 and PDB 8DM3",1
"Figures 3, 4, Table S1 and PDB 3G5V",1
"Table 1, Figures 1, 2 and PDB 5V6M",1
"Figure 4, S4, Table S3 and PDB 8PE9",1
"Figures 4, 6, S5, Tables 1, S2 and PDB 6AND",1
"Figure 3, Tables 3, 4 and PDB 6PXR",1
"Fgiure 4A",1
"Figures 3 and S16",1
"Figures 1, 5, 6, and 7",1
"Figures 2, 4 and Supplementary Figures 2 and 5",1
"Table 1, Figures 1, 2, 4, 5 and Supplementary Figures 1 and 2",1
"Figures 6, S5, S6, Tables S1, S2 and PDB 7MKM",1
"Tables 1, 2, and Figures 2, 3, 4 and PDB 1FE8",1
"Table 1 and PDB 6X4G",1
"Figures 1, S2, Table S1 and PDB 8EB2",1
"Figures 2, S3, S4, S5, Table S1 and PDB 6PV7",1
"Tables 1, S3, S6, S7, Figures 3, 4, 5, 6 and PDB 1NC4",1
"Figures E3, E4",1
"Figures 2, and 3",1
"Figures 1, 4, S3, S4, S7, S11, Tables S2, S3 and PDB 7CZU",1
"Figures 2, 4, 5, and S4",1
"Tables 1, 2, S1, and Figures 3, 4, 5, S1, S2.",1
"Figures 3, 6, S2, Table S3 and PDB 6OKP",1
"Additional File 9",1
"Figure 1, Supplementary Table 4, Supplementary Figures 3, 4 and PDB 5TZT",1
"Figures 3 and 4, Tables S2 and S4, and PDB 8FE4",1
"Figure 1, Extended Data Table 1 and PDB 6RAN",1
"Figures 2, 3, 4, S13, Table S3 and PDB 7JVB",1
"Table 1, Figures 1, S1, S2, S3 and PDB 6JOD",1
"Table 1, Figures 4, 5",1
"Figure 7, Table 5 and PDB 7TOW",1
"Supplementary Table 1 and PDB 2HTL, 2HT4, 2HT3, 2HTK, 2HT2, 2HLF",1
"Figure 3, Supplementary Figure 4, Table 1, PDB 6PHC",1
"Figure 2, Supplementary Figure 4, Supplementary Table 3, and PDB 7FAF",1
"Figure 4A and C",1
"Table 1, Figures 1, S3",1
"Figures1, 4, and S1",1
"Extended Data Figure 6 and Table S3",1
"Figures 1C and 2A",1
"Figures 4d and 6",1
"Figure 1, Extended Data Figures 1, 6, and Extended Data Table 1",1
"Text p 257",1
"Figure 2, Text page 108",1
"Table 1, Figures 2, 3, 4 and PDB 1T66",1
"Figure 4,6",1
"Supplementary Information Table 1 and PDB 3F7Y",1
"Figures 1, S1, S4 and Table 1",1
"Tables 1 and 2, Figures 5 and 7",1
"Figure 3, Supplementary Figures 5, 6, 7, 8, Table S1, S2 and PDB 7CWL",1
"Table 3 and Figure 1A",1
"Table 2, Figures 3, 4, S4, S5 and PDB 5MY4",1
"Tables I, III, figures 1, 2 and 5",1
"Figures 7 and S4, Tables S1, S4, S5, and S6, and PDB 8JLX",1
"Figures 2, 3, S3, S4, Table S2 and PDB 7UKL",1
"Figures 1, 2, 3, 4, 5, 6, 7, Table III and PDB 4Z5R",1
"Figure 1, 2, 3, 4, Table 1 and PDB 6JWC",1
"Figure 5, 6, 7, 8, 9, 10",1
"Figures 7, 8, 9",1
"Figure S3, Table S3 and PDB 7CH4",1
"Figures 1, 2, S1, and S9",1
"Table 1, Figures 2 and 6 and text p. 309",1
"Tables 1-3, Figures 1-4",1
"Text page 212",1
"Figures 2, 6, S1, S2, Table S1 and PDB 8DPM",1
"Figures 5A, 5B and 5C",1
"Figure S3, S8 and S9",1
"Figures 4, 5, Table 1 and PDB 1ORS",1
"Table 1, Figure 2 and PDB IYEF",1
"Table V and Figure 4",1
"Figures 3, 4, 5, S2, S3, Tables S1, S2 and PDB 7X2T",1
"Tables 2,3, and 4, Figure 2",1
"Figures 1 to 5",1
"Figures 2, 4, S2, S5, S6, S8, Table S3 and PDB 6NJL",1
"Figures 1, S4, S5, S7, S10, S13, Table S2 and PDB 8ZL9",1
"Figures 1, 3, 4, 5. 6, Table 1 and PDB 4M5Z",1
"Figures 5 and 6 and Table 4",1
"Figures 4, S9, S10, Tables S1, S2 and PDB 6CUF",1
"Figures 3, S2, S3, Table S4 and PDB 7Y0V",1
"Table 1, Figures 1, 2, 3, 7, Supplementary Figure 3 and PDB 4HG4",1
"Figures 1, 2, Supporting Information Figure S3, Table S1, S2 and PDB 5NGV",1
"Tables 1-2, 5-6",1
"Table 1, Figures 2, 3, 4, 5 and PDB 3OKD",1
"Figures 2, 4, Table 1 and PDB 5KOV",1
"Text p. 174, Figure 2 , Table 2",1
"Figures 1, 3, S1, S2, S3, S5, Supplementary Tables S1, S2 and PDB 3GBN",1
"Figures 3, 6, and 9",1
"Tables 1, S2, Figure 2 and PDB 1OAY",1
"Figures 3, 4, 6, S5, S6, Table S3 and PDB 8ZC6",1
"Text P. 659",1
"Figure 1, 3, 4, Table 2, 3",1
"Figure 4 and Tables I, II",1
"Figure 2 and Appendix Figures S1 and S7",1
"Table I and Figure 5",1
"Figure 5 and Text page 226",1
"Figures 2, 3, 4, 5, S2, S3, S4, Tables S3, S4 and PDB 7KEJ",1
"Table 1 and text page 78",1
"Figures 6, 7, Table 1 and PDB 5FGC",1
"Figure 3 and Text p 101",1
"Figure 2, Table S3 and PDB 5F96",1
"Figures 1, 2, Supplementary Figures 4, 5, 6, 9, 10, Supplemetary Table 1 and PDB 6E0P",1
"Figure 1.A, Figure 1.B and Figure 6",1
"Tables 2, S1, Figures 4, S3 and PDB 4YC2",1
"Figures 1, S2, S4, S9, Table S2 and PDB 4XT1",1
"Figure 10B,C",1
"Figures 2, 3, 4, 5, Table 1 and PDB 1A3L",1
"Supplementary Methods",1
"Figure 7 and Supplementary Table 2",1
"Supplementary Figure S11",1
"Figures 1 and Table II",1
"Table 3, Supplementary Tables 1 and 2",1
"Figures 3, S5, Table S1 and PDB 6WH9",1
"Figures 1, 3, 6 and table 2",1
"Figures 1, 2, 3, Table 1, Supplementary Figures S2, S3, S4, S5, S6, S7, S9 and PDB 6EYO",1
"Figure 5, Table S5 and PDB 5KAQ",1
"Figure 1A, 2C and Table 1",1
"Figures 1, S3 and Table 1",1
"Tables II and V; Figures 1 and 2",1
"Table 1 and Figure 2C",1
"Figure 4, Table S2 and PDB 5VJQ",1
"Figures 2a, 3a, 3b, 3e, 3f, 5",1
"Figures 2, S2, Table S2 and PDB 7L58",1
"Figures 4, 5, 8",1
"Tables 1, 2, Figures 1, 2, 3, 4 and PDB 1DVF",1
"Figures 2, S2, Table S1 and PDB 4OCL",1
"Figure 4, Extended Data Figures 1, 4, Extended Data Table 1 and PDB 5VN8",1
"Tables 1, S3",1
"Fgiures 1, 2, 3A, and Table 2",1
"Figures 1E and 1F",1
"Figures 2 and 4 and Table II",1
"Tables 1, 2, Figures 2, 3, 4, 5 and PDB 1NBZ",1
"Figures 2B and 3B",1
"Figures 2 and S2, Table S1, PDB 3H42",1
"Figure 5 and PDB 6WN4",1
"Figure 2, 3, 4, Table 1, Figures S-1 and S-2",1
"Figure 4, Suppl Figure 12",1
"Tables 2 and 3 and Figure 5",1
"Text, page 152 Figure 5",1
"Figures 4, 5, S4, Table S2 and PDB 5W9I",1
"Figures 2, 6 and S2",1
"Figure 2, Tables S2, S5 and PDB 6MEJ",1
"Tables 1, 3, Figure 2 and PDB 4Z8F",1
"Tables 2 and 3, Figures 3F and 4F, PDB 2AK1",1
"Figures 1D and S2",1
"Figures 5, S12, S13, S14, Tables S6, S7 and PDB 8XSP",1
"Figures 1, 3, S2, and S6, Tables S1, S2, and S3, and PDB 7TN9",1
"Figures 2, 3, S1, Table S4",1
"Figure 1B and 7",1
"FIgure 3A",1
"Table 2, Figures, 1, 2, 7 and 1U8Q",1
"Figures 2, 6, Supplementary Figure 4, Supplementary Table 3 and PDB 6WG2",1
"Figures 2, 3, Supplementary Figure 2, Table 1 and PDB 8GZ5",1
"Figures 2 and 5, Table 2",1
"Figures 2, S3, S4, Tables S2 and PDB 7K4N",1
"Table 1 and PDB 2HVK",1
"Text P. 267",1
"Table 1, Figure 4, Supplementary Figure 2 and PDB 6OGX",1
"Text p 244",1
"Figure 2C and results page 8",1
"Figure 5 and Supplemental Figure S4",1
"Figure 1F, S2",1
"Figure 6, S5 and Table 1",1
"Figure  6 and Table S3",1
"Supplementary Figures S5, S6, and S7, Table S1, and PDB 7ENG",1
"Figures 1, S1, Table S1 and PDB 6NHA",1
"Figure 2, S4 and Table 4",1
"Figure 6 and Tables S5, S6",1
"Figures 3 and 4, Table 2, and PEB 8ZES",1
"Figures 3, 4, 5, S3, S4, Tables S1, S2 and PDB 4D9R",1
"Figures 1, 2,  and 3, Tables 2 and 3",1
"Figure S1, Table S1 and PDB 6Y49",1
"Figures 6, S7, Table S2 and PDB 7NAB",1
"Tables 1and 2, Figure 5",1
"Tables 3, 4, Figure 2 and 3",1
"Figures 2, S1, S3, S4, Tables 1, S1 and PDB 8FSL",1
"Text on p.1030 and 1031",1
"Figure 4, S7, Table S1 and PDB 8XKI",1
"Tables 1, 2, S1, Figures 1, 3 and PDB 3W9E",1
"Figures 1, 2, 4, S1",1
"Figure 2D, 2E",1
"Table S1 and PDB 5TQ0",1
"Figures 3 and S12 and Table S2",1
"Figures 1, 2, 3, 4, 7, and 9, Tables 1 and 2",1
"Table 1, Figure 2, Supplementary Figure 1 and PDB 6CRK",1
"Tables 1, 2, Figures 2, 3, 4, 5 and PDB 1EAP",1
"Figures 2, 4, Table S2 and PDB 4ERS",1
"Figures 2, S4, and S5, Table S1, and PDB 8R9W",1
"Supplementary Figure 11 and Figure 2",1
"Figures 3a and 3b",1
