word_normalized_h_age
8 -11 week
mean 22.8 year
15 to 61 year
15 to 70 year
6-8 week
4 to 8 week
! Invalid words: ['at', 'least'] !
39-48 year
20 to 48 year
19 to 57 year
36-57 year
25-47 year
39 year
neonate
39-43
5-20 week
7 week
27 week
null
8-10 week
6-10 week
6-7 week
6-7 week
19-51 year
21 year
adult
4 week
3 to 4 week
14.1 year
4 week
5.4-16.4 year
8-10 week
4-10 week
6 month
8.4-16.4 year
young adult
25 year
10 to 14 week
76 year
8 to 14 week
3 month
> 8 week
29-53 year
> 8 week
5-7 week
14-80 year
5-7 week
2 month
28.8-41.9 year
32.8-35.6 year
5-20 week
2-3 month
5-20 week
29-63
7 week
4-5 week
8-10 week
8-10 week
5 to 6 week
22 to 51 year
3-17 year
4 week
6 to 60 year
5.4 year
8 to 12 week
8 to 10 week
14 week
6-8 week
! Invalid words: ['fetal'] !
10 week
18-45
19-61
6-7 week
4 week
6 to 8 week
6 to 10 week
8 to 12 week
69-83 year
2 month
65-85 year
58-85 year
< 42 day
27 day
7-8 week
5.4-12 year
2 month
24-67
5 week
8-10 week
null
8.4-12 year
null
2-4 month
15-81 year
25-62 year
28-36 year
18-36 month
26-50 year
3 month
3 month
25 to 55 year
34 to 67 year
8-10 week
10 week
6-12 week
4-7 week
30 or 35 year
12-14 week
null
8 to 10 week
8-10 week
8-10 week
21 to 67 year
4.1-16.3 year
30-34 year
16-52 year
! Invalid words: ['hour', 'less'] !
null
6 to 7 week
6 to 7 week
6 to 7 week
6 to 8 week
8-10 week
null
6 to 7 week
33-87
null
4 week
! Invalid words: ['hour'] !
38-71 year
6-14 week
5 to 6 week
25 to 76 year
2-3 month
8 to 12 week
23-67
34-55 year
2-12 month
8-20 week
21 to 56 year
6-15
26 to 50 year
18-22 month or 4-6 month
4 week
29-48 year
8 day or 4-6 month
36-70 year
24-43 year
10-14 week
52-91 year
null
2-20 month
20-58
20 to 43 year
10 to 14 week
10 to 14 week
23-78 year
10 to 14 week
7-8 week
6 to 10 week
6-8 week
3-4 month
3-4 month
6 to 12 week
72 year
23-87 year
18 week
23 to 77 year
6 to 8 week
6-8 week
6-8 week
43 to 67 year
8-9 week
2-4 month
15 year
2-4 month
26-39
12 week
24-60 year
7 to 10 week
6-16 week
3-17.7 year
5-31 year
6-16 week
8 to 10 week
mean 10.6 year
6 to 10 week
6-16 week
6-16 week
2-20 month
25-45
6-8 week
10 to 14 week
10 to 14 week
10 to 14 week
22 to 85 year
10 to 14 week
10 to 14 week
10 to 14 week
10 to 14 week
10 to 14 week
10 to 12 week
null
6-8 week
3 month
13 to 67 month
4-6 week
mean 39 year
8-10 week
8 week
5-10 week
18-84 year
26-68 year
8-12 week
27-40 year
6-15 year
18 to 49 year
7-10 week
10-14 week
7-8 week
33-73 year
6 to 8 week
! Invalid words: ['hour', 'less'] !
19-33 year
6-8 week
9-10 week
null
25-33 year
6-16 week
28-44 year
6 to 10 week
7-64 year
28-52 year
8 to 10 week
10 week
8-10
< 16 week
10 to 14 week
20 to 40 year
33 to 73 year
6-7 week
6-16 week
10 to 14 week
14 day
15 year
3-6 week
16-39 year
66 year
3 month
4 week
6 to 12 week
null
27 to 53 year
34 to 50 year
4 month
17 to 47 year
mean = 60.5 year
6 to 7 week
24 to 51 year
6-9 week
6 to 12 week
5 to 8 week
6-8 week
6 to 7 week
mean = 36.9 year
38 to 75 year
34-64 year
5-7 week
null
38-67 year
22 to 41 year
21 to 33 year
18 to 45 year
null
7-8 week
7-8 week
7-8 week
8-10 week
31 to 47 year
6-15 week
15 week
6 to 8 week
12 to 14 week
8 week
7-10 week
14 week
8 to 12 week
12 to 26 week
6-8 week
6-8 week
adult
8 to 10 week
26-46 year
6 to 8 week
null
31-64 year
2 to 62
6-8 week
4 to 8 month
6 to 7 day or 8 to 12 week
mean 30 +/- 7 year
56.6 +/- 19.3 year
42.7 year
24 to 79 year
null
22-38 year
19-38 year
28.7 year
5 to 7 week
mean = 54.7 year
9 to 71 year
22-83 year
8-10 week
16-36 year
8 week
28-29 year
6 to 12 week
5-6 week
8-10 week
8-10 week
6.5 month
16-80 year
6-12 week
8 to 12 week
21-24 year
29-79 year
11-24 year
2-3 month
6 to 7 week
10 to 13 week
null
28-38 year
25-42 year
28 to 87 year
null
31 to 62 year
mean = 59.4
7-15 week
65-94 year
6 to 8 week
12 week
7-15 week
7 week
8-14 week
7-15 week
33 to 50 year
6-8 week
21-70 year
null
6-8 week
mean 48.2 year
mean 40.1 year
10-14 week
null
24-85 year
18-23 year
27-64 year
10-16 week
7-11 week
8-14 week
null
11-79 year
54-82 year
6 week
3-24 week
54 year
2-3 month
6 to 8 week
8-16 week
null
null
6-10 year
8 to 12 week
10-16 week
7-12 month
8 to 18 week
8 to 18 week
null
4 to 6 week
71 year
6-10 week
null
8 to 12 week
8 to 12 week
6 year
19-62
null
28 to 52 year
6 week
8 week
37 +/- 12 year
36 +/- 13 year
74-92 year
null
8 to 12 week
4-6 month
3 to 24 year
4 to 57 year
12 to 18 week
8-10 week
8 to 12 week
20 week
4-6 week
24-69 year
27-87 year
null
2 to 3 month
58-74 year
3-8 month
30-58 year
null
null
8 to 10 week
null
20-24 week
young
30-54 year
27-56 year
4 to 7 week
8 to 12 week
10-15 week
12 to 26 week
6-10 week
38-77 year
32-76 year
5-25 month
10 year
24-48 year
16 week
26 to 44 year
8-12 week
9-11 week
9-11 week
15-41 year
13-50 year
6- to 7- month
4 to 21 year
null
16 week
23 year
16 to 63 year
2-3 month
37
19 to 83 year
33-68 year
25-59 year
6-8 week
8 week
6-10 week
41 year
2 to 3 month
34-65 year
21 to 87 year
6 year
52 and 70 year
10 week
6-67 year
3 to 8 month
8 to 9 week
4-6 week
3 to 8 month
3 to 8 month
6 to 8 week
8 to 12 week
null
null
3-20 week
20 week
18-44 year
25-65 year
26.7 +/- 1.0 year
0-13 year
22-47 year
10-14 week
7 to 9 week
10-14 week
12 week
8 week
2- 4 month
8 to 12 week
39-61 year
null
2-33 month
8 week
2, 12, or 20 month
22-43 year
8-14 week
null
10-14 week
null
null
8 week
25-89 year
30-68 year
neonate
newborn
null
6 to 10 week
28-43 year
6 week
newborn
6-16 week
newborn
! Invalid words: ['hour'] !
null
6 and 8 week
null
23-77 year
null
6-10 week
24-37 year
0-12 year
23-91 year
9-50 year
7-55 year
5-8 week
8-12 week
mean = 32.17 +/-13.32 year
mean = 73 +/-8.53 year
30 week
17-78 year
19-82 year
34-85 year
11-50 year
8 to 12 week
8 week
35-62 year
null
8-12 week
38.1 +/- 14.8 year
20-70 year
6 to 12 week
20-41 year
23-50 year
42 to 50 year
8 to 12 week
6 to 12 week
29-54 year
57-75 year
6-8 week
8-12 week
9 week
36 to 65 year
null
2-4 month
2 to 4 month
null
4-6 week
8-10 week
null
6-10 week
46-67 year
11 week
25 to 59 year
2-4 month
8-24 week
null
21-65 year
8-10 week
6 to 8 week
42.8 +/-11.9 year
5-9 month
28-34 year
null
48.1 +/-12.7 year
19 to 54 year
null
3-4 week
4 week
2-3 month
6 week
newborn
2 to 3 month
25-67 year
6-10 week
4-6 week
3-8 month
! Invalid words: ['<24', 'hour'] !
! Invalid words: ['>8'] !
6 to 8 week
3 to 5 week
null
null
7 to 8 week
23-76 year
4-6 week
5 to 6 week
21-63 year
1 to 5 year
6-7 week
28 to 76 year
2-6 month
3 week
mean = 13.8 year
5 to 6 week
mean = 34.8 year
5 to 6 week
6-8 week
7 to 10 week
25-48 year
3 month
adult
4-5 month
5 week
null
null
6 to 12 week
10 to 20 week
6 to 8 week
8 month
7
6 to 8 week
9-16 week
69 year
3 week
mean = 37.7 year
6-10 week
7 to 8 week
21 to 24 week
56-85
2-17 year
63
4 to 6 week
40-50 year
2-3 month
4 to 5 week
null
6 to 12 week
6 to 12 week
28 to 86 year
3 month
null
null
null
null
4 to 10 week
4 to 10 week
8 to 45 year
0.9-29.4 year
5-7 week
22-45 year
null
9 week
41 and 43 year
6-10 week
9 to 12 week
12-18 week
35-58 year
54-63 year
23 to 33 year
2-12 month
1-85 year
2 to 3 month
8 to 10 week
26 to 60 year
39-55 year
37-55 year
2-12 month
2-12 month
2-12 month
2-12 month
2-12 month
6-10 week
40-45 year
35-63 year
2-12 month
39-58 year
55-66 year
55 year
7 to 10 week
26-68 year
6 to 8 week
5 to 8 week
6-10 week
44 year
2-12 month
2-12 month
2-12 month
2-12 month
2-12 month
2-12 month
null
2-6 month
2-12 month
27 year
18 year
19 year
25 year
49 year
33 year
40 year
47 year
35 year
19-70 year
53 year
26-64
55 year
21 year
31-54
18-62 year
28 year
30-43 year
42 year
24-63 year
35 to 77 year
27-40 year
27-39 year
23-53 year
23-41 year
12 to 20 week
21-28 year
9-78 year
27-42 year
21-29 year
10 month
6-12 week
23-43 year
6 month to 14 year
2-71 year
32-42 year
10-16 week
28-40 year
22 year
28-32 year
27-32 year
7-12 week
3 month
4 month
22-58 year
18-54 year
18-55 year
6-8 week
18-56 year
12 to 16 week
21-55 year
18-53 year
! Invalid words: ['of'] !
! Invalid words: ['of'] !
24-76 year
20 week
5 week
27- 60 year
23-47 year
6 month
30-50 year
6-8 week
30 week
3 week
3-4 month
5 to 16 week
6 to 8 week or 20 to 22 month
7-10 week
35-76 year
17-67 year
32-67 year
15 day
15 day
19-86 year
7-26 year
3 month
8-24 week
6-10 week
9-39 year
6-8 week
2-12 month
33-63
18-49
25-54
7-16 week
7-16 week
36 to 67 year
26-57
4 to 12 week
43-61 year
24-28 year
22-57 year
34-35
6-8 week
34-64
32-35
35-64
61
! Invalid words: ['of'] !
! Invalid words: ['of'] !
15-90
49-60 year
8-16 week
39-50 year
8-12 week
6-7 week
4-15 month
6-12 week
null
54-74
43-60 year
6-8 week
7 day or 8-10 week
4-week
2 week
6 to 8 week
6 to 8 week
20-64 month
20-75 year
adult (6 week)
null
37-46 year
52-96 year
6-12 week
6-12 week
6-8 week
58-78 year
! Invalid words: ['fetal'] !
12-14 week
6-10 week
8 to 10 week
4-7 week
6-7 week
23-52 year
19-67 year
8 week
4-5 week
10-20 week
4-7 week
6-12 week
20-68 year
50-62 year
8 week
6-9 week
58-75
56-63
! Invalid words: ['>8'] !
16-24 week
16-24 week
10 week
32-86 year
20-81 year
1 week
37-80 year
25 to 52 year
6-30 year
null
3 to 6 year
21-35 year
6 to 8 week
null
3 year
7-30
23-35 year
3 to 75 year
8 to 12 week
39-54 year
9 week
mean 44.3 year
null
5-18 year
mean 40.8 year
15-17 week
15-17 week
36-52 year
null
6 week
null
8-10 week
null
16-20 week
33-62 year
38-62 year
3.6-14.8 year
14-75 year
4-6.1 year
35-68 year
19-32 year
23-63 year
24-62 year
null
21-79
21-37
26 and 54 year
11-64 year
16-20 week
34-63 year
null
4-6 month
null
15 or 24 week
37-492 month
11-71 year
31-73 year
6-20 week
12 week
48-60 year
2-6 month
29 year +/- 6.5
8 week
8 to 12 week
20 to 56 year
4.5-14.3 year
2.0-15.1 year
8-12 week
59 to 77 year
6 to 8 week
57 to 81 year
17 to 24
12-77 year
22-60 year
8 week
! Invalid words: ['younger'] !
25 to 40 year
3 to 5 month
6 - 10 week
null
25-51 year
6 - 8 week
8-12 week
32-66 year (mean = 50.3 year)
18 to 55 year
8 - 16 week
8 to 10 week or 21 month
6 week
8-10 week
3 - 4 week
11-59 year
75-78 year
null
40 - 63 year
31-72 year
26-64 year
20-92 year
mean = 45.2 year
41-51 year
6 to 12 week
6 - 8 week
6 week to 22 month
5 to 6 week
22 to 66 year
> 6 week
null
8 month
10 week
3-12 month
2-3 month and 18-22 month
12 month
18 month
6 - 8 week
6-16 week
8-12 week
8 week
3 to 25 year
49-59 year
8 week
20-58 year
null
46 to 61 year
4 day to 5 week
8 to 20 week
null
null
22 - 53 year
null
null
8 week
26 - 52 year
4 to 6 month
21-54 year
8-16 week
34-66.5 year
4 to 8 week
8-16 week
newborn
46-78 year
6 to 8 week
> 6 week
23-55 year
6 to 7 month
10 month
32-55 year
31-43 year
2-3 month or 18-20 month
null
46-58 year
5 to 6 week
6 - 8 week
22 to 54 year
4-5 week
6-13 week
24-71 year
18 month
30-62 year
8-12 week
8 week
34 to 58 year
null
6 week to 22 month
5 to 7 week
18 to 24 month
35 to 55 year
12 month
6 month
8 -12 week
9-10 week
6-8 week
9-10 week
6 to 12 week
4-10 month
1-3 week
10 to 12 week
21-42 year
18-78 year
null
12-20 week
26-28 month
2 to 6 month
2 to 6 month
14 to 15 week
2 to 6 month
6 week
9-12 year
11-13 year
6 to 8 week or > 18 month
38 to 63 year
12 to 16 week
mean = 58 year
null
5 to 6 week
6 to 8 week
8-10 week
8 to 10 week
2 to 49 year
22 to 26 month
2 to 26 month
23-70 year
7 to 12 week
16-59 year
null
20 - 57 year
10-14 week
! Invalid words: ['<16', 'hour'] !
3 month
null
6 - 12 week
17 - 60 year
7-12 week
8-12 week
39.8 +/- 10.6 year
8 to 16 week
30 year
null
8-16 week
5-7 week
5 to 6 week
14-56 year
4 week
46 year
18-68 year
null
8-12 week
58 year
38 year
52 year
34 year
59 year
10-28 week
17 to 26 week
56 year
8 month
22-53 year
21-55 year
23-57 year
7 to 16 week
24-52
19-30
26-58
57
6-58 year
24-46
10 week
35-43 year
18 to 35, or 65 to 95 year
7 to 10 week
56 year
6 to 8 week or 18 to 24 month
7 to 8 week
! Invalid words: ['mos'] !
null
null
7-15 week
11-13 week
6-8 week
4 month
7-10 week
7-10 week
7-10 week
18-19 week
32-39 week
8-14 week
6 to 8 week
31-39 year
5-6 week
> 2 month
8-16 week
6 week
21-66 year
2-12 month
2-12 month
24-82 year
21-51 year
! Invalid words: ['at', 'least'] !
! Invalid words: ['at', 'least'] !
8.9 to 18.7 year
8 to 10 week
20-73 year
48-75 year
23 to 69 year
6 to 12 week
33 to 49 year
8 week
6 to 10 week
6 to 10 week
35 to 50 year
30-51 year
6 month to 15 year
30 to 70 year
12 week
51-78 year
6-8 week
75-77 year
3-32 week
28 to 60 year
70
6 to 12 week
! Invalid words: ['>50'] !
> 6 week
23 to 73 year
8 to 10 week
9-12 week
4 to 6 week
12 week
27 +/- 6 year
median = 27 year
6-8 week
6 week
6 week
19-76 year
5-8 week
8-10 week
8 to 10 week
17 +/- 6 year
26-57 year
5-62 year
55.2 +/- 20.1 year
8-14 week
46.1 +/- 14.8 year
21-76 year
3 week
27-72 year
18-77 year
18-81 year
30-53 year
5-7 week
20-58 year
29-62
21-48 year
> 8 week
4 to 7 week
25-77 year
8-10 week
4-13 year
5 to 12 week
64
4-6 week
6-20 week
8-12 week
25-49 year
4 month
8-44
8 week
22 to 32 year
3-5 month
29-36 year
2-8 month
21-59 year
22-48 year
12-20 week
35-95 year
6 to 10 week
6-20 week
22-55 year
8 to 12 week
22-66 year
22-59 year
23-59 year
2 year 8 month to 3 year 9 month
! Invalid words: ['<55'] !
58.5 +/- 18.2 year
8-44 year
22-25 year
1 to 12 year
25-55 year
8 to 12 week
21-53 year
31-59 year
32-56 year
31-55 year
6-9 week
null
21-56 year
32-35 year
19-54 year
6 to 10 week
5 to 8 week
null
25-58 year
21-54 year
4-8 week
30-55 year
25-59 year
6 to 8 week
8-12 week
22-49 year
25-43 year
29-62 year
4-6 week
6 to 8 week
8 to 10 week
30-55 year
33-53 year
32-53 year
35-53 year
33-41 year
! Invalid words: ['prenatal'] !
33-55 year
31-53 year
33-55 year
40-53 year
32-53 year
32-40 year
32-47 year
31-56 year
33-48 year
22-51 year
30-48 year
30-53 year
33-53 year
33-40 year
32-44 year
31-48 year
31-55 year
43-55 year
32-55 year
32-59 year
33-34 year
32-48 year
39-53 year
32-47 year
22-47 year
21-45 year
22-53 year
21-47 year
22-54 year
32-49 year
21-24 day
31-54 year
12 to 15 week
22-44 year
23-45 year
null
3 year
35-55 year
4-8 week
21-32 year
> 8 week
21-52 year
27-53 year
4 and 12 week
4 and 12 week
22-43 year
23-44 year
10 to 12 week
null
21-49 year
6 to 14 week
23-60 year
10 week
12-16 week
8-12 week
25 to 82 year
25 to 81 year
39 to 57 year
23-48 year
25-54 year
27-55 year
16 week
6 to 8 week
44-45 year
31-45 year
12-71 year
25 year
10 week or 23 week
8-9 month
8 to 10 month
28-57 year
8-10 week
8-10 week
17 to 59 year
8-10 week or 18-22 month
7-66 year
6 week
19-41 year
6 week
10-63 year
19-54 year
20-61 year
22-39
5 week
4-6 week
24-108 month
8 to 12 week
! Invalid words: ['embryonic'] !
22-56 year
7 to 8 week
7 to 8 week
22-64 year
8 to 12 week
18 to 56 year
9 to 56 year
18-40 year, 65 year and >
8-12 week
12 to 16 week
3-15 week
16 to 18 month
4 to 6 week
3 to 5 week
12-15 week
8 week
53-78 year
8 to 12 week
8 to 12 week
10 week
18 to 77 year
18 to 60 year
15-16 week
1 day, 7-8 day or adult
6 week
5-8 week
5-8 week
5-8 week
4 to 6 week
23-72 year
22-29 year
23-27 year
22-26 year
null
47-76 year
6 month to 18 year
13 and 21 year
1-15 year
26 to 53 month
27 to 52 year
13 to 21 year
9 to 38 year
22 to 68 year
22 and 68 year
3-5 week
6-16 week
13 to 28 year
3 to 5 week
6 to 20 week
mean 35 +/- 11 year
6 week
23 week
8 week
13 to 38 year
28-66 year
3-18 year
10 week
15 to 41 year
6 to 12 week
20 to 25 year
6-10 week
53-63 year
mean = 4.38 year
6 to 8 week
6 to 8 week
null
22 to 63 year
25-78 year
2 week
11-80 year
41 +/- 11 year
33-55 year
51-67 year
33-59 year
10 to 27 year
21 to 74 year
25 to 73 year
20 to 55 year
47-64 year
1 day
28-59 year
58-68 year
45-65 year
44-68 year
39-65 year
> 14 week
64 year
! Invalid words: ['age=36'] !
6-27 week
22 to 76 year
null
3 month
6-8 week
18-21 year
14-18 month
5-6 week
9 month to 81 year
mean = 48 year
42 to 61 year
7 -11 year
7 - 11 year
6-12 year
5-6 week
30-48 year
32-44 year
4 week
23 to 57 year
4 week
19-65 year
44-55 year
37-63 year
10 to 21 year
! Invalid words: ['18+'] !
19 to 61 year
30 to 49 year
> 6 week
7 day
20 to 80 year
26.2 +/- 4.8 year
12 to 14 week
15 to 72 year
median 41.7 year
27 to 64 year
18 to 51 year
9 to 65 year
23 to 60 year
21 to 60 year
21 to 44 year
6 to 8 month
! Invalid words: ['age=32'] !
2 month
19 week
8 week
3 week
8 to 12 week
21-68 year
39-69 year
12 +/- 2 week
23-85 year
3 week
18-58 year
1-25 year
6 week
6 to 8 week
22-46 year
20 to 70 year
22 to 60 year
6 to 10 week
27.5 to 32.5 month
17-47 year
25-87 year
6-8
24-88 year
24-87 year
25-88 year
8 to 12 week
24-88 year
24-87 year
27 to 59 year
young adult
young adult
young adult
young adult
32-85 year
6 to 10 week
17-41 year
8-12 week
young adult
young adult
< 6 week
> 6 week
6 and 12 week
5 to 6 week
19 to 65 year
6 to 7 week
12 month
3 to 8 month
3 to 8 month
calf
6 week
11 week
53 to 83 year
32 to 78 year
2-3 month
8 to 12 week
41 to 75 year
40 to 73 year
21 to 77 year
6 to 59 year
! Invalid words: ['>='] !
6 week
10-14 month
4-6 week
36 to 59 year
58
21-92 year
18-22 week
9-14 week
6 week
6 week
14-38 year
8 to 10 week
5 week
2-5 month
2-6 month
38 to 52 year
8-60 year
20-39 year
23.3 to 45.9 year
31.2 to 63.0 year
14 to 19 year
23 to 74 year
5-60 year
7.3 to 60.0 year
7.4 to 22.9 year
6-12 week
47-66 year
29-39 year
28-71 year
6 to 12 week
23-31 year
8-12 week
16-34 year
54-73 year
6 to 8 week
8-10 week
11-78 month
18-38 month
21 to 61 year
12 to 68 year
13-45 year
46-83 year
52-83 year
34-61 year
46-65 year
12 week
6-7 week
37-58 year
2-6 month
30.9 to 42.1 year
36 to 88 year
25-69 year
4-6 week
8-9 week
2-3 year
7 to 8 week
19 to 36 year
12 to 36 year
12 to 18 year
63-79 day
91 day
5 to 25 year
25 day
41-59 year
23-61 year
18-70 year
null
24-74 year
32-64 year
10 to 15 year
11 to 27 year
> 18 year
27-53 year
61-81 year
59-71 year
22-75 year
22-71 year
8-16 week
8-16 week
8-16 week
8 to 24 year
8-16 week
9 to 23 year
13 to 35 year
6 to 8 week
2 month
12 to 18 week
49-61 year
18 year
neonate (3 or 7 day)
16-86 year
8 to 16 week
8-12 month
null
7 to 10 week
neonate (3 day)
adult
6-11 week
6-11 week
8 to 12 week
6-8 week
40-58 year
! Invalid words: ['infant'] !
4 week
5 to 6 week
17 to 40 year
29 and 53 year
30 day
20-60 year
37-74
8-16 week
12 to 62 year
24 to 42 year
null
26-39 year
26-62 year
2-12 month
8-18 week
6 to 53 year
! Invalid words: ['yo'] !
! Invalid words: ['yo'] !
53-71 year
23-33 year
46 to 64 year
8 to 16 week
8 to 16 week
55 to 70 year
8 to 16 week
8 to 16 week
21.6 to 60.6 year
6 week
! Invalid words: ['pediatric'] !
27-82 year
12-18 week
3-65 year
6-8 week
45 to 72 year
6 week
55
7-21 year
5 to 8 week
18 to 43 year
19 to 59 year
2.5 to 17 year
10 to 14 week
62 year
8-12 week
! Invalid words: ['>60'] !
65-78 year
28 to 69 year
77 year
14-16 week
65-72 year
5 week
6 month
! Invalid words: ['>40'] !
9-64 year
adult
7-14 week
8-10 week
6 to 7 month
9 week
12-16 week or 18-22 month
5-10 week
10 to 41 year
9 to 64 year
8 to 62 year
24 to 34 year
12 to 18 week
8 to 64 year
10-12 week
6 to 9 month
0-6 year
35-51 year
38-51 year
39-41 year
10 to 56 year
! Invalid words: ['older'] !
8 to 47 year
12 to 61 year
29 to 56 year
8-10 week
32 to 56 year
4-5 week
7 to 16 week
8 to 12 week
4 to 15 week
4 to 15 week
4 to 15 week
3 to 67 year
10 to 63 year
7-62 year
27-60 year
24
5-7 week
8 week
1-55 year
12-14 week
19 to 68 year
5 month
42 and 43 year
8-10 week
10 to 12 week
6 week
31-63 year
15-53 year
24-75
2 month
27-71 year
12 week - 22 month
null
36-75 year
7-13 month
19-46 year
21 -54 year
35-47 year
25 week
21-38 year
52-71 year
59-84 year
19-71 year
36 to 85 year
26 to 34 year
6-8 week
2 month
29-74 year
23-62 year
8 to 50 year
6-8 week
3.8 to 18.7 year
32 or 34 year
14-28 year
4 week
2 to 14 year
6 to 34 year
19-45
5 week
12 week to 20 month
6 week to 20 month
12-24 year
8-9 week
45-71 year
3-4 year
28-54 year
46-86 year
39-75 year
5 to 12 week
9-52 year
3 to 5 week
20 to 74 year
24 to 37 year
15 to 27 year
8 month
19-63 year
16-74 year
14-45 year
36-84 year
21 to 53 year
null
8-10 week
6-12 week
22-46
29-83
6-10 week
58.8 (mean)
6-10 week
18-73 year
19 to 27 year
6-10 week
20-66 year
37 to 61 year
21 to 66 year
12-24 month
7-53 year
5-15 year
8-17 year
20 to 72 year
null
50-80 year
6-12 week
6-12 week
9-10 week
47-58 year
8-10 week
14 to 38 year
! Invalid words: ['older'] !
20 to 41 year
5 to 20 week
20-77 year
14-53 year
24-81 year
0-2 year
3-4 week
20 to 58 year
5 week
14-56
null
5-70 year
15-44 year
26-78 year
21-81 year
27-65 year
30.1 to 59.1 year
2-56 year
2-43 year
33
6 to 8 week
6 to 8 week
24 to 82 year
73 year
6 to 10 week
40 to 62.1 year
35-73 year
6-14 week
44-60 year
> 50 year
mean 34.59 year
32-74 year
57-79 year
6 to 10 week
5 to 6 week
46 to 84 year
4-8 year
2-6 month
2-6 month
15-21 year
2-6 month
6-10 week
22-58 year
18-69 year
6 +/- 2 week
6 to 10 month
25-41 year
15-38 year
25-82 year
48-79 year
18-52 year
41-78 year
13-75 year
36-56 year
7 to 62 year
22 to 45 year
19 to 44 year
6 to 10 week
> 5 week
36 to 68.2 year
19.9 to 22.1 year
6-10 week
7-10 week
29-45 year
12-48 year
21, 25 and 44 year
21-70 year
18-46 year
8-12 week
7 to 48 year
51-53 year
38-73 year
12-62 year
22.5-35.5
< 10 week
21 and 44 year
62
16 and 44 year
18 to 39 year
38 and 48 year
38 and 44 year
47-83 year
20 to 60 year
6 week
6-10 week
4-6 week
20-46 year
47 to 57 year
47 to 63 year
16-71 year
17 to 58 year
4 week
12 week
4-8 week
11 year
17-56
15 to 37 year
2 month
24-55
40-76 year
23-41 year
6-12 week
21-66 year
32-47 year
18 to 30 year
< 5 week
> 9 week
16-56 year
52-78 year
8-12 week
56 to 79 year
59 to 79 year
68 to 75 year
13-77 year
6-33 year
42-65 year
19-58 year
6 to 10 week
4 week
9 week
59 to 82 year
7-8 week
24 week
35-48 year
35-59 year
35-49 year
25-45 year
median 66.5 year
24 to 38 year
6-8 week
35-37 year
32-87 year
20 to 59 year
6 week
! Invalid words: ['a', 'from', 'of', 'range', 'with'] !
46-73 year
46-48 month
6-10 week
28-67 year
18 to 61 year
12 to 13 week
1-54 year
12 to 20 week
57-60 year
41
79
53
2 to 3 year
4-5 week
22 to 71 year
54 to 89 year
6 week
21-90 year
17-59 year
12.5 to 25.6 year
14.2 to 24.2 year
21-64 year
12.4 to 50.8 year
38-65 year
24 to 60 year
24 to 78 year
23
67 year
6 to 7 week
null
58.8 +/- 17.4
43-68 year
22.8 to 58.9 year
11 to 71 year
null
62-65 year
65
21 to 70 year
24 to 27 year
18 to 71 year
46.6 to 63.4 year
43-52 year
29 to 52 year
3 month- 17 year
1-33 year
26-75 year
4 week
1.8-3.3 year
8-9 week
21-26
null
3-5 week
32-39 year
51-58 year
10-11 week
18-72 year
32-59 year
63-67 year
21.9 to 29.3 year
24.6 to 44.2 year
21.1 to 43 year
9-12 week
34 to 70 year
13-26
23-65 year
13-17
12 to 14 week
2 week
7 day
18-80 year
6 week
35-57 year
22-73 year
17-72 year
60 to 70 year
34 to 56 year
9-10 week
5 to 19 year
7 to 35 year
11 to 72 year
67
52
66
7 to 8 week
71
17 week
12 to 13 week
59-62 year
null
> 3 year
85 year
27 to 49 year
27 to 39 year
26 to 47 year
mean 55 year
null
null
7-8 week
21-79 year
30 to 61 year
22-40 year
12-16 week
38 to 72 year
mean = 68 year
3-16 year
30-37 year
26-55 year
5 to 72 year
15 week
9-12 week
median 58 year
40-42 year
23-80 year
12 to 14 week
42.9 to 73.7 year
6-8 week
66.6 to 84.6 year
59-78 year
56
1 day to 40 year
7 to 11 week
8 to 68 year
28-72 year
> 20 week
63-92 year
8-10 week
31-77 year
38-75 year
31-70 year
30-79 year
12-81 year
13-88 year
2 to 4 month
40-80 year
72
18 to 68 year
20 to 75 year
null
34-60 year
31 to 53 year
48.5 to 68.9 year
24-79 year
16 to 55 year
68 year
10-17 year
6-16 year
22-91 year
56 to 66
22-71
56-66
25-81 year
19-68 year
22
null
19-81 year
20-24 week
44 to 59 year
10 -17 year
86 year
80 year
82 year
83 year
84 year
null
87 year
88 year
51-77 year
19-40 year
79 year
74
10 to 18 week
78 year
8-14 week
69
69-70
56-69
7 year
70-71
42-53 year
78 to 84 year
40 to 60 year
29-76 year
null
9 week
null
38-48 year
24-31 year
9 - 12 week
28-69 year
55-77 year
50-81
54 to 85 year
27-69 year
44-50 year
40-54 year
5 week
42-70 year
43-50 year
37-54 year
3.3 -54 year
null
8.4-27.3 year
40-50 year
30-80 year
20-90 year
30-90 year
20-80 year
30-40 year
70-80 year
24-27 year
20.6-50.1 year
29 to 82 year
4 to 6 week
23- 51 year
24 -49 year
2-32 year
26-40 year
20-48 year
19- 53 year
52-75 year
24-59 year
6-12 week
8 -10 week
12 week
8-10 week
54-77
21-50 year
< 45 year
41-70 year
19-67 year
37 to 90 year
null
5.5 week
60-74
8-10 week
66-73
58-84 year
50-76 year
54-78 year
41-56 year
8 - 12 week
6-13 year
> 12 week
51-80 year
51 to 83 year
30-45 year
12 week
19-28 year
7-8 month
24-95 year
! Invalid words: ['60+'] !
20- 54 year
20-53 year
25- 49 year
25- 54 year
25- 27 year
19-73 year
9-12 week
7 month to 44 year
14 to 72 year
6 to 74 year
